TERM,SUBJECT,CATALOG NBR,CLASS SECTION,CLASS NUMBER,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,TOTAL DROPPED,AVG GPA
Spring 2021,FINA,6387,1,21200,Managerial Analysis,Basu,Swati,25,6,0,0,0,0,3.636
Spring 2021,PETR,8598,3,21106,Doctoral Research,Myers,Michael Tolbert,0,0,0,0,0,0,0
Spring 2021,FREN,2301,3,16493,Intermediate French,Panchang,Maya,1,3,0,0,0,3,1.212
Spring 2021,PCOL,6498,4,31419,Special Problems,Hao,Jiukuan,0,1,0,0,0,0,3.33
Spring 2021,EDUC,3301,3,18254,Introduction To Teaching,Turchi,Laura,11,18,2,0,0,1,2.766
Spring 2021,MECE,8398,36,30579,Doctoral Research,Sharma,Pradeep,0,0,0,0,0,0,0
Spring 2021,MATH,6397,5,27721,Selected Topics in Math,Labate,Demetrio,16,0,0,0,0,0,3.959
Spring 2021,SOC,1300,8,20937,Introduction To Sociology,Nelson,Steven M,10,7,3,0,0,4,1.861
Spring 2021,ENGL,2361,2,14670,Western World Lit II--Honors,Cremins,Robert Paul,52,25,1,0,0,2,3.238
Spring 2021,GEOL,6398,8,31479,Special Problems,Zheng,Yingcai,0,0,0,0,0,0,0
Spring 2021,BIOL,1153,2,23339,Pre-Nursing Microbio Lab,Knapp,Richard D,2,7,1,0,0,0,1.237
Spring 2021,PSYC,3341,1,19042,Physiological Psychology,Kosten,Therese A,23,11,3,0,0,0,2.68
Spring 2021,ANTH,7399,7,20453,Masters Thesis,Rasmussen,Susan J,4,0,0,0,0,0,3.918
Spring 2021,HON,2341,2,27538,Classics of Modernity,Gish,Dustin,140,52,1,0,0,3,3.141
Spring 2021,PHYS,1101,12,18020,General Physics Laboratory I,Maric,Sladjana,5,7,1,0,0,1,1.94
Spring 2021,BZAN,7320,1,19754,Bus Modeling For Comp Adv,Hess,James D,24,0,0,0,0,1,3.918
Spring 2021,HIST,3351,1,24633,Work&Family-Modern Eur,Ittmann,Karl,5,12,0,0,0,0,2.214
Spring 2021,LAW,5386,1,14993,Trial Advocacy,Strahan,April Ann,9,11,0,0,0,0,3.106
Spring 2021,ARCH,1360,2,29753,Architectural Sketching I,Williams,Celeste,12,9,0,0,0,1,3.556
Spring 2021,LAW,5409,1,16512,Contracts,Chase,Anthony Ray,14,27,2,0,0,0,3.387
Spring 2021,ARCH,2501,13,22305,Architecture Design Studio IV,Barden,Kevin,4,10,1,0,0,0,3.021
Spring 2021,PHOP,8798,1,30187,Doctoral Research,Burns,Alan R,1,0,0,0,0,0,4
Spring 2021,ART,6360,1,21412,Sculpture Studio,Kittelson,Paul A,6,0,0,0,0,0,4
Spring 2021,ELED,4315,1,20315,Mathematics in Elem School II,Culpepper,Shea Mosley,27,4,0,0,0,0,3.556
Spring 2021,HRD,3340,2,19741,Principles of HRD,Shirmohammadi,Melika,20,5,0,0,0,0,2.917
Spring 2021,ELET,2300,2,18192,Introductn To C++ Programming,Malki,Heidar A,2,9,1,0,0,1,1.079
Spring 2021,COSC,6372,1,27972,Computer Graphics,Deng,Zhigang,10,0,0,0,0,1,3.546
Spring 2021,INDE,2333,1,14892,Egr Statistics I,Chung,Christopher,2,12,1,0,0,2,1.111
Spring 2021,PHAR,5218,1,29364,Critical Care Therapeutics,Wanat,Matthew A,20,2,0,0,0,0,3.909
Spring 2021,TLIM,3330,30,24889,Innovation Principles,Mehring,Brian George,0,2,1,0,0,5,0.456
Spring 2021,CHEM,2133,2,19868,Inorganic Chemistry Lab I,Zaitsev,Vladimir G,3,3,1,0,0,0,2.234
Spring 2021,WGSS,2350,9,24076,Intro To Women's Studies,Slatton,Brittany Chevon,10,6,2,0,0,1,2.149
Spring 2021,DAN,4302,1,21249,Advanced Technique and Theory,Beasant III III,John J,7,0,1,0,0,1,3.333
Spring 2021,CUIN,4315,1,19029,Assessment of Children,Wilson,Jahnette,31,5,0,0,0,0,3.384
Spring 2021,SOC,3311,1,23397,Sociology of Law,Nelson,Steven M,26,16,0,0,0,1,2.509
Spring 2021,MATH,6397,1,27373,Selected Topics in Math,Josic,Kresimir,17,0,0,0,0,0,3.981
Spring 2021,MARK,4379,1,20601,Personal Branding,Vandaveer,Amy L,35,5,0,0,0,0,3.188
Spring 2021,MANA,3335,8,21045,Intro Org Behavior and Mgmt,Atwater,Leanne E,51,14,0,0,0,0,3.075
Spring 2021,COMM,3368,4,28401,Principles of Public Relations,Ni,Lan,16,6,0,0,0,0,3
Spring 2021,ACCT,7340,1,13663,Financial Statement Analysis,Crawford,Steven,23,2,0,0,0,0,3.706
Spring 2021,PHYS,3110,1,19791,Sem-Adv Lab Analysis,Timmins,Anthony Robert,9,5,1,0,0,0,2.772
Spring 2021,CHEM,3222,15,14108,Fund of Organic Chem. Lab II,Bean,Mary B,10,12,0,0,0,0,3.167
Spring 2021,SCM,7390,1,20305,Global Supply Chain Strategy,Smith,Gordon D,17,2,0,0,0,0,3.929
Spring 2021,SOCW,7330,1,16051,Fiscal Managmnt&Budgtng,Simonds,Richard Michael,11,2,0,0,0,0,3.454
Spring 2021,SCM,4351,2,18221,Stratgic Sourcing & Spend Anal,Wayhan,Victor Brian,40,6,0,0,0,1,3.646
Spring 2021,COMM,3332,1,19705,Effective Meeting Management,Hudson-Gillan,Gail,9,16,1,0,0,0,2.785
Spring 2021,ENGL,2318,2,28923,Creation and Perform of Lit,Belieu,Erin Colleen,14,0,0,0,0,0,3.111
Spring 2021,MATH,1330,4,15091,Precalculus,Perepelitsa,Irina,18,18,2,0,0,7,1.437
Spring 2021,NUTR,4345,2,28064,The Obesity Epidemic,Alastuey,Lisa L,63,6,2,0,0,0,3.64
Spring 2021,SOCW,7318,4,23437,Cognitive Behavioral Interven,Cheung,Monit,19,2,0,0,0,0,3.622
Spring 2021,MATH,1312,2,21902,Intro to Math Reasoning,Douglas,Casey,83,47,4,0,0,10,2.339
Spring 2021,SPAN,1501,7,27386,Elementary Spanish I,Reyes Ferrufino,Diana Eufemia,6,5,1,0,0,1,1.864
Spring 2021,POLC,6342,2,29498,Pol Econ & Ethics of Market Pr,Granato,James S,1,0,0,0,0,0,4
Spring 2021,MUSI,6198,8,31530,Research in Chamber Music,Hester,Timothy E,4,0,0,0,0,0,4
Spring 2021,SOCW,7318,5,23438,Cognitive Behavioral Interven,Parks,Steven Lee,16,1,0,0,0,0,3.805
Spring 2021,MARK,4375,1,15057,Key Account Selling,Webb,James R,11,4,0,0,0,0,3.459
Spring 2021,MUSA,4434,3,25721,Applied Clarinet,Rowell,Chester D,3,2,0,0,0,0,3.732
Spring 2021,PSYC,8399,2,16039,Doctoral Dissertation,Alfano,Candice A,0,0,0,0,0,0,0
Spring 2021,ART,3375,1,21386,Jr Photo/Digital Media Major,Montoya,Delilah,17,0,0,0,0,0,4
Spring 2021,ENTR,3312,7,25046,Corporate Entrepreneurship,Lish,Alan D,34,35,5,0,0,1,2.545
Spring 2021,LAW,5397,5,29007,Selected Topics,McStay Jr,Robert Francis,1,4,0,0,0,0,3.332
Spring 2021,THEA,7355,1,21321,Design Portfolio,Rigdon,Kevin L,1,0,0,0,0,0,4
Spring 2021,MECE,7399,23,30520,Masters Thesis,Ghasemi,Hadi,0,0,0,0,0,0,0
Spring 2021,PCEU,6198,2,30359,Special Problems,Hu,Ming,0,0,0,0,0,0,0
Spring 2021,TEPM,6305,2,22459,Project Manager Tools,Sherman,Dennis Louis,4,1,0,0,0,0,2.111
Spring 2021,CUIN,8398,2,31204,Independent Study,Zhang,Jie,1,0,0,0,0,0,4
Spring 2021,ARCH,6397,8,27252,Sel Tpcs-Arc/Urbn Desgn,Rifaat,Shafik I,7,0,0,0,0,0,3.764
Spring 2021,ECE,8198,28,16880,Doctoral Research,Litvinov,Dmitri,0,0,0,0,0,0,0
Spring 2021,BIOL,8998,3,30940,Doctoral Research,Zhang,Shaun Xiaoliu,0,0,0,0,0,0,0
Spring 2021,INDS,6329,1,24127,Comp Aided Industr Design I,Chow,George K,3,0,0,0,0,0,3.67
Spring 2021,MUSI,6106,4,29606,Grad Large Ensemble,Krager,Franz A,3,0,0,0,0,0,3.78
Spring 2021,CHEE,6398,1,16531,Research,Karim,Alamgir,0,0,0,0,0,0,0
Spring 2021,MUSI,6181,1,29527,Directing for Opera,Ross,Arnold C,3,1,0,0,0,0,3.668
Spring 2021,ECE,8999,1,14537,Doctoral Dissertation,Pan,Miao,1,0,0,0,0,0,4
Spring 2021,GEOL,6399,5,31170,Masters Thesis,Casey,John F,0,0,0,0,0,0,0
Spring 2021,PETR,4311,1,20936,Petroleum Capstone Project I,Soliman,Mohamed Yousef,7,5,0,0,0,0,3.446
Spring 2021,CUIN,8398,16,24162,Independent Study,Wong,Sissy S,2,0,0,0,0,0,4
Spring 2021,BIOL,6698,10,30733,Special Problems,Meisel,Richard P,0,0,0,0,0,0,0
Spring 2021,MUSA,1342,3,29199,Applied French Horn,Reed,Gavin Davis,1,0,0,0,0,0,4
Spring 2021,ECE,8399,13,14478,Doctoral Dissertation,Chen,Yuhua,1,0,0,0,0,0,4
Spring 2021,GEOL,7399,3,30137,Masters Thesis,Mann,Paul,0,0,0,0,0,0,0
Spring 2021,ECON,4399,1,25885,Senior Honors Thesis,Zhivan,Natalia A.,1,0,0,0,0,0,4
Spring 2021,MECE,8198,21,30315,Doctoral Research,Yu,Cunjiang,0,0,0,0,0,0,0
Spring 2021,FINA,8699,1,14708,Doctoral Dissertation,Doshi,Hitesh B,1,0,0,0,0,0,4
Spring 2021,HRMA,4338,2,27163,Hotel Development,Ramirez,Arlene D,2,0,0,0,0,0,2.667
Spring 2021,PSYC,4399,1,21730,Senior Honors Thesis,Viana,Andres G,1,0,0,0,0,0,4
Spring 2021,COSC,8699,127,25212,Doctoral Dissertation,Subhlok,Jaspal,0,0,0,0,0,0,0
Spring 2021,MATH,6367,1,15138,Optimization Theory,Hoppe,Ronald H W,4,2,0,0,0,0,3.667
Spring 2021,CHEE,8398,5,16618,Doctoral Research,Donnelly,Vincent M.,0,0,0,0,0,0,0
Spring 2021,MATH,8698,10,20205,Doctoral Research,Onofrei,Daniel T,0,0,0,0,0,0,0
Spring 2021,MUSI,2161,5,29141,Group Piano IV,Van Kekerix,Todd Evan,4,2,0,0,0,0,2.75
Spring 2021,PSYC,8699,1,20642,Doctoral Dissertation,Neighbors,Clayton T,0,0,0,0,0,0,0
Spring 2021,ELCS,8311,3,23505,Lab of Practice-Lit Revw Devel,Santi,Kristi L,0,0,0,0,0,0,0
Spring 2021,SPEC,6350,1,27783,Nature/Needs of Students w/GT,Hassett,Kristen Spring,1,0,0,0,0,0,4
Spring 2021,MECE,8298,36,30310,Doctoral Research,Yu,Cunjiang,0,0,0,0,0,0,0
Spring 2021,MATH,8698,12,20610,Doctoral Research,Nicol,Matthew J.,0,0,0,0,0,0,0
Spring 2021,PSYC,7399,2,21746,Masters Thesis,Kosten,Therese A,1,0,0,0,0,0,4
Spring 2021,MUSA,3432,3,29941,Applied Oboe,Dinitz,Adam L,3,0,0,0,0,0,4
Spring 2021,COSC,8398,122,25083,Doctoral Research,Pavlidis,Ioannis T,0,0,0,0,0,0,0
Spring 2021,GEOL,7301,1,27574,Capstone Project,Khan,Shuhab D.,1,0,0,0,0,0,3.67
Spring 2021,LAW,5297,51,30170,Selected Topics,Marquez,Jason R,1,0,0,0,0,0,3.67
Spring 2021,PCOL,6198,4,25523,Special Problems,Wu,Mingfu,0,0,0,0,0,0,0
Spring 2021,THEA,7324,1,21320,Graduate Voice/Speech IV,Johnson,James B,5,2,0,0,0,0,3.714
Spring 2021,LAW,5459,1,19732,Federal Income Tax,Buckles,Johnny R,4,15,0,0,0,0,2.359
Spring 2021,CHEM,1112,35,18634,Fundamentals of Chm Lab,Zaitsev,Vladimir G,7,4,1,0,0,3,2.432
Spring 2021,CHEM,1112,60,20557,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,4,0,0,0,2,1.778
Spring 2021,CNST,3205,1,16743,Construction Safety Management,Hart,Lee J,46,7,0,0,0,0,3.661
Spring 2021,PHAR,4275,1,23313,FIMMRA,Sofjan,Amelia Kartikasari,10,8,4,0,0,0,3.273
Spring 2021,BUSI,1301,4,28245,Business Principles,Thompson,Joseph Lee,20,0,0,0,0,0,4
Spring 2021,CNST,3210,2,28784,Safety for Industrial Projects,Zayas,Frederick A,15,3,1,0,0,0,2.718
Spring 2021,ENGL,2330,4,30760,Writing Discipline English,Bass,Kasey Dawn,5,2,0,0,0,3,1.733
Spring 2021,ACCT,4337,1,24700,Intro-Data Analytics in Acct,Erdem,Ozer,6,7,0,0,0,0,2.792
Spring 2021,GEOL,6397,2,27552,Selected Topics in Geology,Wellner,Julia S,1,0,0,0,0,0,4
Spring 2021,CHNS,1502,5,16498,Elementary Chinese II,McArthur,Charles M,7,3,0,0,0,2,3.334
Spring 2021,PSYC,2380,2,20366,Intro To Social Psy,Osika,Matylda Maria,28,25,3,0,0,4,2.586
Spring 2021,GEOL,6380,1,27546,Sequence Stratigraphy,Wellner,Julia S,7,6,0,0,0,0,3.045
Spring 2021,MATH,1451,7,23244,Accelerated Calculus,Nicol,Matthew J.,7,2,1,0,0,0,2.973
Spring 2021,PSYC,2301,8,22406,Intro To Methods in Psychology,Harlan,Pamela Kay,42,19,1,0,0,1,3.344
Spring 2021,SCM,4390,2,19826,Supply Chain Strategy,Smith,Gordon D,19,24,0,0,0,0,2.697
Spring 2021,ECE,8598,10,17010,Doctoral Research,Contreras-Vidal,Jose Luis,0,0,0,0,0,0,0
Spring 2021,CHEM,6112,1,14123,Graduate Seminar,May,Jeremy A,0,0,0,0,0,0,0
Spring 2021,LAW,6321,3,29567,Professional Responsibility,Knake,Renee N,22,17,0,0,0,0,3.395
Spring 2021,LAW,5346,1,28978,State & Local Government Law,Zale,Kellen B,9,10,1,0,0,0,2.942
Spring 2021,PHYS,1121,1,15658,University Phys Laboratory I,Wood,Lowell T,4,12,0,0,0,0,2.304
Spring 2021,ARTH,3301,1,23919,Critical Theory,Meza,Abinadi,21,5,0,0,0,1,3.094
Spring 2021,PHAR,5367,4,28695,Integrated Heme/Onc Module,Trivedi PhD,Meghana,28,5,1,0,0,0,3.794
Spring 2021,HDCS,4380,1,22454,Merchandising,Gatterson,Beverly,13,1,1,0,0,0,2.361
Spring 2021,FORE,6371,1,19088,World Futures,Hines,Andrew Lewis,22,6,0,0,0,3,3.345
Spring 2021,PSYC,7392,2,16031,Psychology Practicum,Tamber-Rosenau,Benjamin J,1,0,0,0,0,0,4
Spring 2021,BIOL,3132,9,19729,Elementary Microbiology Lab,Knapp,Richard D,7,6,3,0,0,0,2.167
Spring 2021,BIOL,3132,11,20919,Elementary Microbiology Lab,Knapp,Richard D,7,7,0,0,0,0,2
Spring 2021,KIN,1352,8,23432,"Foundations of KIN, HLT, FIT",Gray,Jon Phillip,37,5,2,0,0,0,3.401
Spring 2021,ARCH,2501,1,13748,Architecture Design Studio IV,Diehl,Tom,3,10,0,0,0,1,2.778
Spring 2021,SPAN,4367,1,27196,US Hispanics and Language,Gutierrez,Manuel J,3,8,0,0,0,0,2.4
Spring 2021,ENGL,2316,1,19885,Literature and Culture,Bradley,Rena Olivia,16,3,0,0,0,0,3.683
Spring 2021,ENGL,2361,2,14670,Western World Lit II--Honors,LeVeaux,Christine,52,25,1,0,0,2,3.238
Spring 2021,BIOL,6356,1,24347,Medical Ethics,Hickey,Theresa Kay,22,0,0,0,0,0,4
Spring 2021,HIST,1378,23,23137,The U S Since 1877,Buzzanco,Robert,217,36,4,0,0,7,3.414
Spring 2021,OPTO,6250,1,15526,Decision Making:Optometrc Prac,Quintero,Sam,0,0,0,0,0,0,0
Spring 2021,PHLS,8399,2,29841,Doctoral Dissertation,Mire,Sarah Stanford,0,0,0,0,0,0,0
Spring 2021,IDNS,3131,3,28550,Organic Chem I SEP Workshop,Pattison,Donna,9,7,2,0,0,1,1.937
Spring 2021,BIOL,3311,1,16336,Genetics Laboratory,O'Bryant,Zaven Keith,44,30,3,0,0,7,2.331
Spring 2021,CHEM,1111,12,18406,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,13,0,0,0,1,2.943
Spring 2021,CHEM,3221,1,14087,Fund of Organic Chem. Lab I,Bean,Mary B,7,6,0,0,0,3,2.352
Spring 2021,BIOL,1162,12,13860,Intro To Biol Science Lab 2,Medrano,Ana I,13,5,0,0,0,0,2.778
Spring 2021,MECT,3342,1,15465,Elements of Plant Design,El Nahas,Medhat A,6,5,1,0,0,0,1.153
Spring 2021,HRMA,1337,1,14870,Intro To Hospitality Industry,Doudna,Simone P,22,4,1,0,0,0,2.82
Spring 2021,COMD,7392,9,25619,Adv Pract Sp & Lang Dis,Thiessen,Amber L,2,1,0,0,0,0,3.777
Spring 2021,MUSI,3300,3,29096,Listening To Music Masterworks,Diehl,Alaina B,19,1,0,0,0,0,3.12
Spring 2021,PHAR,4265,3,28654,Patient Assessment,Asias-Dinh,Bernadette De Leon,23,11,1,0,0,0,3.629
Spring 2021,KIN,1352,10,19233,"Foundations of KIN, HLT, FIT",Gray,Jon Phillip,43,7,0,0,0,0,3.771
Spring 2021,COMM,2328,3,28495,Broadcast Writing Basics,Slovak,Robert Earl,4,9,1,0,0,1,2.813
Spring 2021,HIST,4361,1,24400,20th Century Genocides,Guenther,Irene V,18,2,0,0,0,4,3.699
Spring 2021,MSCI,3320,3,19294,Applied Leadership,Ta,Hung,4,2,0,0,0,0,2.954
Spring 2021,MUSA,2300,7,22732,Applied Voice,Vasquez,Hector A,4,0,0,0,0,0,3.835
Spring 2021,CIS,3367,2,28426,Cloud Computing Architecture,Martinez,Jose C,14,12,1,0,0,2,2.469
Spring 2021,MANA,3335,11,24472,Intro Org Behavior and Mgmt,Atwater,Leanne E,53,16,0,0,0,0,3.25
Spring 2021,MUSI,6351,1,21633,Applied Music Pedagogy,Sonnenberg,Melanie,5,2,0,0,0,0,3.761
Spring 2021,HDCS,1300,4,19780,Human Ecosystems & Tech Change,Whittington,Alexandra L,30,11,0,1,0,1,2.74
Spring 2021,PHYS,1102,3,16169,General Physics Laboratory II,Maric,Sladjana,3,9,2,0,0,1,2.03
Spring 2021,MATH,1313,4,15083,Finite Math with Applications,Hafeez,Shahinda,13,9,2,0,0,4,1.497
Spring 2021,IDNS,1101,1,19869,Physics 1301 Workshop,Pattison,Donna,20,10,1,0,0,1,3.209
Spring 2021,FINA,   6A31,2,29728,Analyzing Financial Statements,Woods,James D,4,0,0,0,0,0,3.918
Spring 2021,LAW,5389,1,24425,Immigration Law,Morales,Daniel I,4,4,0,0,0,0,3.418
Spring 2021,PHAR,5270,3,28671,Pcon & Hospital Pharmacy Mgmt,Sansgiry,Sujit Sharad,39,1,0,0,0,0,3.959
Spring 2021,CHEM,4340,1,17889,Research Methods,Harlow,Laura Michelle,6,1,0,0,0,0,3.334
Spring 2021,MECT,1330,1,16664,Engineering Graphics,Fan,Zheng,8,9,0,0,0,3,1.901
Spring 2021,NUTR,6305,1,23680,Research Methods,Ledoux,Tracey A,11,6,0,0,0,0,3.353
Spring 2021,HLT,4307,3,21593,Research and Eval in Health,Fedor Amador,Theresa Marie,12,14,2,0,0,0,2.292
Spring 2021,MUSI,2161,6,29219,Group Piano IV,Barralaga Ventura,Ramon Edgardo,7,0,0,0,0,0,3.906
Spring 2021,BIOE,8699,21,22096,Doctoral Dissertation,Merchant,Fatima Aziz,0,0,0,0,0,0,0
Spring 2021,MUSA,4438,1,21489,Applied Saxophone,Witt,Woodrow W,2,0,0,0,0,0,4
Spring 2021,TLIM,3365,1,24380,Team Leadership,Garza,Cynthia,12,0,0,0,0,0,4
Spring 2021,GEOL,8999,8,30702,Doctoral Dissertation,Murphy,Michael,0,0,0,0,0,0,0
Spring 2021,CNST,2325,1,17980,Process and Industrial Subsyst,Zayas,Frederick A,2,3,0,0,0,0,3.466
Spring 2021,HON,2101,18,18066,The Human Situation:Modernity,Wallace,Daniel,4,5,0,0,0,0,3.166
Spring 2021,ELET,2305,1,14595,Semicond Devices & Circuits,Talusani,Pratap Reddy,13,25,3,0,0,0,2.667
Spring 2021,ACCT,2302,15,28771,Prin of Managerial Accounting,Newman,Michael Ray,10,3,0,0,0,0,3.524
Spring 2021,HIST,1378,24,29058,The U S Since 1877,Tillery,Tyrone,29,0,0,0,0,1,3.402
Spring 2021,ASLI,1301,3,23730,Elementary Amer Sign Lang I,Brittain,Robyn Michelle,0,3,2,0,0,4,1.076
Spring 2021,MUED,3100,1,24913,Woodwinds,Kubos,Cameron Kade,11,0,0,0,0,0,3.97
Spring 2021,ENGL,3351,1,20423,Am Lit Since 1865,Brozovich,Lauren K,9,3,0,0,0,0,2.956
Spring 2021,LAW,5418,1,17656,Torts,Koch,Valerie Gutmann,11,20,5,0,0,0,3.213
Spring 2021,COMD,3301,1,14307,History/Culture of Deaf,Brittain,Terrell,22,6,0,0,0,0,2.981
Spring 2021,LAW,5300,1,23591,Criminal Defense Clinic,Locascio,Erik Matthew,0,3,0,0,0,0,3.33
Spring 2021,COMM,3359,1,24625,Sports Media & Communication,DeWalt,Ashley Louis,12,3,0,0,0,0,3.734
Spring 2021,OPTO,5298,2,30075,Spec Prob Phys Optics,Carman,Carolyn R,0,0,0,0,0,0,0
Spring 2021,PHLS,8329,1,27640,Moderation & Mediation Anlysis,Liu,Yu,10,0,0,0,0,0,4
Spring 2021,CHEM,4270,5,27631,Physical Chemistry Lab I,Czader,Arkadiusz,1,0,0,0,0,1,1.333
Spring 2021,ARCH,6397,4,27248,Sel Tpcs-Arc/Urbn Desgn,Mantz,Ophelia,1,0,0,0,0,0,3.67
Spring 2021,BIOL,8998,1,30153,Doctoral Research,Crawford,Kerri M,0,0,0,0,0,0,0
Spring 2021,MUSA,6340,1,22755,Applied Trumpet,Hughes,Mark Alan,2,0,0,0,0,0,4
Spring 2021,LAW,5311,1,22292,Product Liability,Sanders,Joseph,1,2,0,0,0,0,2.583
Spring 2021,BIOE,8699,11,22086,Doctoral Dissertation,Majd,Sheereen,0,0,0,0,0,0,0
Spring 2021,MUED,7399,1,31005,Music Education Final Project,Meals,Cory Dewitt,1,0,0,0,0,0,4
Spring 2021,CHEE,6397,1,31048,Selected Topics,Nikolaou,Michael,11,0,0,0,0,0,3.88
Spring 2021,PHLS,8399,1,28380,Doctoral Dissertation,Allan,Blake A,1,0,0,0,0,0,4
Spring 2021,GEOL,4382,1,27436,Intro to Petroleum Geology,Van Nieuwenhuise,Donald S,0,0,0,0,0,0,0
Spring 2021,HIST,4327,2,29825,Europe 1930-1945,Boyd,Sarah Fishman,1,3,0,0,0,0,2.167
Spring 2021,CHEE,8498,16,17518,Doctoral Research,Varadarajan,Navin,0,0,0,0,0,0,0
Spring 2021,PSYC,7399,9,22301,Masters Thesis,Knee,Clifford R,0,0,0,0,0,0,0
Spring 2021,COSC,6359,1,17893,Intermediate Game Development,Yun,Changhoon,1,0,0,0,0,0,4
Spring 2021,ECE,8498,18,16984,Doctoral Research,Nguyen,Hien V,0,0,0,0,0,0,0
Spring 2021,GEOL,8698,14,30684,Doctoral Research,Wang,Guoquan,0,0,0,0,0,0,0
Spring 2021,MUSI,4198,32,31519,Research in Chamber Music,Yon,Kirsten A,1,0,0,0,0,0,4
Spring 2021,MECE,4398,2,29013,Independent Study,Love,Holley Carole,0,0,0,0,0,0,0
Spring 2021,THEA,6294,2,24959,Design and Production Studio,Jackson,Nicholas Fredrick,1,0,0,0,0,0,4
Spring 2021,CHEM,6112,2,14124,Graduate Seminar,May,Jeremy A,0,0,0,0,0,0,0
Spring 2021,ENGL,8699,15,22202,Doctoral Dissertation,Flynn,Nicholas,1,0,0,0,0,0,4
Spring 2021,SOCW,8399,3,24059,Dissertation,Narendorf,Sarah C.,0,0,0,0,0,0,0
Spring 2021,ENGL,8699,6,21769,Doctoral Dissertation,Lecourt,Sebastian Joseph,1,0,0,0,0,0,4
Spring 2021,ENGL,8699,11,21851,Doctoral Dissertation,Gonzalez,Maria C,0,0,0,0,0,0,0
Spring 2021,BCHS,6898,7,30368,Special Problems,Lin,Chin-Yo,0,0,0,0,0,0,0
Spring 2021,MUSA,2350,1,23169,Applied Percussion,Wilkins,Blake M,3,0,0,0,0,0,3.89
Spring 2021,AAMS,4300,25,31368,Asian Amer Culture/Community,Nguyen,An,2,0,0,0,0,0,2.667
Spring 2021,CHEM,6322,2,27425,Statistcl Thermodynamcs,Lubchenko,Vassiliy,2,0,0,0,0,0,4
Spring 2021,PHLS,8199,1,30168,Dissertation,Obasi,Ezemenari M,0,0,0,0,0,0,0
Spring 2021,BIOE,8398,17,20723,Doctoral Research,May,Elebeoba E,0,0,0,0,0,0,0
Spring 2021,HRD,6396,1,14868,Internship in Human Res. Dev.,Waight,Consuelo L,1,0,0,0,0,0,4
Spring 2021,THEA,4350,2,29426,Movement for the Actor IV,Noble,Adam S,1,0,0,0,0,0,3.67
Spring 2021,NUTR,3336,2,17584,Nutritional Pathophysiology,Vollrath,Kirstin,44,14,3,0,0,1,3.037
Spring 2021,PSYC,1300,1,19659,Intro To Psychology,Agan,Herb W,101,60,1,0,0,1,3.239
Spring 2021,COMM,3369,4,28408,Strategic Comm. Writing,Lowicki,Rebecca Carol,7,6,1,0,0,0,2.433
Spring 2021,PHLS,6312,2,28388,Crisis Counseling,Lee,Jungeun,9,2,0,0,0,0,3.528
Spring 2021,SOCW,7397,3,26820,Selected Topics in Social Work,Torres,Melissa Irene,28,0,0,0,0,0,4
Spring 2021,GEOL,4330,1,19056,Intro To Geophysics,Li,Aibing,6,11,1,0,0,0,2.794
Spring 2021,HON,2101,9,14857,The Human Situation:Modernity,Morrison,Iain P D,6,8,1,0,0,0,3.187
Spring 2021,ACCT,7385,1,17673,Fraud Examination,Ramey,Dan T,52,0,0,0,0,0,3.925
Spring 2021,ENTR,3312,5,22469,Corporate Entrepreneurship,Karonika,John R,22,15,0,0,0,2,2.73
Spring 2021,MATH,8698,26,30378,Doctoral Research,Bodmann,Bernhard G,0,0,0,0,0,0,0
Spring 2021,HON,2101,36,27992,The Human Situation:Modernity,Gish,Dustin,10,4,0,0,0,0,3.691
Spring 2021,KIN,4315,3,28244,Motor Learning and Control,Layne,Charles S,9,25,4,0,0,0,2.354
Spring 2021,CNST,4302,2,28787,Construction Law and Ethics,Ducran,Denis George,24,20,1,0,0,0,2.871
Spring 2021,MATH,6398,4,15143,Special Problems,Perepelitsa,Mikhail Antolyevic,0,0,0,0,0,0,0
Spring 2021,LAW,5104,1,14971,Houston Business/Tax Journal,Wells,Douglas,0,0,0,0,0,0,0
Spring 2021,PHAR,5330,4,28683,Integrated CV II Module,Alkadhi,Karim A,29,9,1,0,0,0,3.718
Spring 2021,ELET,2105,2,20409,Semicond. Device & Circuit Lab,Talusani,Pratap Reddy,16,0,0,0,0,0,3.016
Spring 2021,KIN,1304,7,24191,Public Hlt Issues in Phys/Obes,Graham,Marilynn Hadassah,37,7,1,0,0,1,3.071
Spring 2021,ENGI,1331,12,22685,Computing for Engineers,Burleson,Daniel W,4,7,2,0,0,7,0.728
Spring 2021,FINA,   7A50,1,29573,Derivatives I,Rabinovitch,Ramon,8,6,0,0,0,1,2.941
Spring 2021,OPTO,7130,5,15538,"Laser, Refract & Surg Lab",Patel,Nimesh Bhikhu,25,0,0,0,0,0,4
Spring 2021,PSYC,3350,6,22431,Intro to Cognitive Psychology,Hernandez,Arturo E,19,7,0,0,0,0,3.178
Spring 2021,MARK,4362,1,21213,Applied Buyer Behavior,Noriega,Jaime L,24,14,2,0,0,2,2.944
Spring 2021,SOC,1300,23,23871,Introduction To Sociology,Davis,Mary A,35,3,1,2,1,7,3.604
Spring 2021,MECT,4172,1,16669,Materials Tech Lab,Singh,Navdeep,9,6,0,0,0,0,2.908
