TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,TOTAL DROPPED,AVG GPA,HELPER
Fall 2025,ECE,8399,23,Doctoral Dissertation,Reddy,Rohith Krishna,1,0,0,0,,,4,ECE8399
Fall 2025,ECE,8399,26,Doctoral Dissertation,Shan,Xiaonan,1,0,0,0,,,4,ECE8399
Fall 2025,ECE,8399,27,Doctoral Dissertation,Shih,Wei-Chuan,1,0,0,0,,,4,ECE8399
Fall 2025,ECE,8399,32,Doctoral Dissertation,Robles Hernandez,Francisco C,1,0,0,0,,,4,ECE8399
Fall 2025,ECE,8399,33,Doctoral Dissertation,Zhao,Lihong,1,0,0,0,,,4,ECE8399
Fall 2025,ECE,8399,34,Doctoral Dissertation,Canepa,Pieremanuele,1,0,0,0,,,4,ECE8399
Fall 2025,ECE,8399,35,Doctoral Dissertation,Joardar,Biresh Kumar,1,0,0,0,,,4,ECE8399
Fall 2025,ECE,6311,01,Introduction to Robotics,Becker,Aaron T,9,7,2,0,,2,3.017,ECE6311
Fall 2025,ECE,6377,02,Power Systems Analysis,Viswanath,Padmavati Aparna,5,6,0,0,,,3.515,ECE6377
Fall 2025,ECE,6377,01,Power Systems Analysis,Viswanath,Padmavati Aparna,4,5,0,0,,,3.444,ECE6377
Fall 2025,ECE,6321,01,Principles of Internetworking,Pan,Miao,15,4,0,0,,,3.824,ECE6321
Fall 2025,ECE,5356,01,Cmos Analog Integrated Circuit,Chen,Jinghong,8,8,0,0,,,3.438,ECE5356
Fall 2025,ECE,6305,02,Power Electronics,Krishnamoorthy,Harish Sarma,4,10,0,0,,2,2.937,ECE6305
Fall 2025,ECE,6331,01,Advanced Telecommunications,Han,Zhu,5,6,3,0,,,3.143,ECE6331
Fall 2025,ECE,5117,01,ECE 5117,Han,Zhu,13,0,0,0,,,4,ECE5117
Fall 2025,ECE,6337,01,Intro Stochastic Proc,Prasad,Saurabh,5,1,0,0,1,1,2.751,ECE6337
Fall 2025,ECE,6337,02,Intro Stochastic Proc,Prasad,Saurabh,4,1,0,0,,,3.536,ECE6337
Fall 2025,ECE,8699,17,Doctoral Dissertation,Nguyen,Hien V,3,0,0,0,,,3.89,ECE8699
Fall 2025,ECE,8699,18,Doctoral Dissertation,Pan,Miao,2,0,0,0,,,4,ECE8699
Fall 2025,ECE,8699,01,Doctoral Dissertation,Bao,Jiming,1,0,0,0,,,4,ECE8699
Fall 2025,ECE,8699,03,Doctoral Dissertation,Brankovic,Stanko R,1,0,0,0,,,4,ECE8699
Fall 2025,ECE,8699,04,Doctoral Dissertation,Chen,Ji,1,0,0,0,,,4,ECE8699
Fall 2025,ECE,8699,10,Doctoral Dissertation,Fu,Xin,1,0,0,0,,,4,ECE8699
Fall 2025,ECE,8699,12,Doctoral Dissertation,Jackson,David R,1,0,0,0,,,4,ECE8699
Fall 2025,ECE,8699,14,Doctoral Dissertation,Li,Xingpeng,1,0,0,0,,,4,ECE8699
Fall 2025,ECE,8699,31,Doctoral Dissertation,Canepa,Pieremanuele,1,0,0,0,,,4,ECE8699
Fall 2025,ECE,8699,32,Doctoral Dissertation,Hoskere,Vedhus,1,0,0,0,,,4,ECE8699
Fall 2025,ECE,6351,01,Microwave Engineering,Chen,Jiefu,12,0,0,0,,,3.918,ECE6351
Fall 2025,ECE,6330,01,Power Systems Stability,Yellajosula,Jaya Raghavendra Arun Kumar,6,0,0,0,,,4,ECE6330
Fall 2025,ECE,6330,02,Power Systems Stability,Yellajosula,Jaya Raghavendra Arun Kumar,5,0,0,0,,,4,ECE6330
Fall 2025,ECE,6339,1,Biophotonics,Shih,Wei-Chuan,10,0,0,0,1,,3.396,ECE6339
Fall 2025,ECE,5330,01,Introduction to Robotics,Becker,Aaron T,6,3,0,0,,1,3.3,ECE5330
Fall 2025,ECE,5346,1,Vlsi Design,Joardar,Biresh Kumar,7,3,0,0,,,3.667,ECE5346
Fall 2025,ECE,6302,01,Introductn To Neuroengineering,Sheth,Bhavin R,5,3,0,0,,,3.625,ECE6302
Fall 2025,ECE,6302,02,Introductn To Neuroengineering,Sheth,Bhavin R,1,1,0,0,,,3.5,ECE6302
Fall 2025,ECE,6317,01,Motor Drives,Rajashekara,Kaushik,5,0,3,0,,2,2.468,ECE6317
Fall 2025,ECE,6325,02,State-Space Control Systems,Ortiz,James Norman,2,7,1,0,,,2.902,ECE6325
Fall 2025,ECE,6340,01,Interm Electromag Waves,Jackson,David R,9,1,0,0,,,3.867,ECE6340
Fall 2025,ECE,5113,01,Microwave Engineering Lab,Chen,Jiefu,8,0,0,0,,,4,ECE5113
Fall 2025,ECE,5317,01,Microwave Engineering,Chen,Jiefu,0,8,0,0,,,3.165,ECE5317
Fall 2025,ECE,5319,01,Introduction to Nanotechnology,Canepa,Pieremanuele,3,5,0,0,,,3.499,ECE5319
Fall 2025,ECE,4198,01,Independent Study,Chen,Yuhua,7,0,0,0,,,4,ECE4198
Fall 2025,ECE,5115,01,Control Systems Lab II,Provence,Robert S,6,0,0,0,,,3.78,ECE5115
Fall 2025,ECE,5197,1,Selected Topics,Nguyen,Hien V,5,0,0,0,,,3.802,ECE5197
Fall 2025,ECE,6379,1,Adv Power System Anal,Li,Xingpeng,1,2,0,0,,,3.553,ECE6379
Fall 2025,ECE,6379,2,Adv Power System Anal,Li,Xingpeng,2,0,0,0,,,4,ECE6379
Fall 2025,ECE,4398,01,Independent Study,Bering,Edgar A,1,0,0,0,,,4,ECE4398
Fall 2025,PHAR,5225,1,Integrated GI Module,Udugamasooriya,Damith Gomika,32,59,21,1,,,3.08,PHAR5225
Fall 2025,PHAR,5226,1,Integrated Respiratory Module,Sherer,Jeffrey T,41,50,22,0,,,3.168,PHAR5226
Fall 2025,PHAR,5224,1,Integrated Renal Module,Marwaha,Aditi,41,48,22,1,,,3.152,PHAR5224
Fall 2025,PHAR,5325,1,Literature Evaluation,Hatfield,Catherine L,43,40,26,2,,,3.117,PHAR5325
Fall 2025,PHAR,5332,01,Pharmacokinetics,Hao,Jiukuan,47,50,12,2,,,3.279,PHAR5332
Fall 2025,PHAR,4300,1,Biochemistry I,Hussain,Tahir,31,44,28,6,1,,2.891,PHAR4300
Fall 2025,PHAR,5111,1,Leadership and IPE,Varkey,Divya A,105,5,0,0,,,3.955,PHAR5111
Fall 2025,PHAR,5158,1,Module Related Skills Lab I,Diec,Sandy,49,13,2,0,,,3.734,PHAR5158
Fall 2025,PHAR,5158,2,Module Related Skills Lab I,Diec,Sandy,32,13,1,0,,,3.674,PHAR5158
Fall 2025,PHAR,5195,1,Pharmacy Skills Program III,Davis,Shantera Rayford,56,8,0,0,,,3.875,PHAR5195
Fall 2025,PHAR,5195,2,Pharmacy Skills Program III,Davis,Shantera Rayford,39,6,1,0,,,3.826,PHAR5195
Fall 2025,PHAR,4320,01,Organ System Life Sciences I,Salim,Samina,41,33,29,3,2,,3,PHAR4320
Fall 2025,PHAR,4330,01,Pharmaceutics I,Guo,Bin,54,31,19,2,,,3.292,PHAR4330
Fall 2025,PHAR,4250,1,Pharmacy Skills Program I,Shamsi,Aayna,64,33,7,1,,,3.524,PHAR4250
Fall 2025,PHAR,4260,1,Intro to the Healthcare System,Essien,Ekere James,49,46,9,1,,,3.362,PHAR4260
Fall 2025,PHAR,4270,01,Communication Aspects of Pharm,Gee,Jodie Sue,82,22,1,0,,,3.771,PHAR4270
Fall 2025,PHAR,5337,1,Integrated ID I Module,Surati,Dhara Divyang,40,44,13,0,,,3.278,PHAR5337
Fall 2025,PHAR,5236,1,Integrated Immunology Module,Beyda,Nicholas D,39,41,16,0,,,3.24,PHAR5236
Fall 2025,PHAR,5268,1,Module Related Skills Lab III,Surati,Dhara Divyang,86,10,0,0,,,3.896,PHAR5268
Fall 2025,PHAR,5335,1,Integrated Neurology Module,Tejada-Simon,Maria Victoria,43,45,8,0,,,3.365,PHAR5335
Fall 2025,PHAR,5338,1,Integrated ID II Module,Surati,Dhara Divyang,45,34,17,0,,,3.292,PHAR5338
Fall 2025,PHAR,5371,1,Ambulatory Practice Management,Thornton,James D,35,57,4,0,,,3.323,PHAR5371
Fall 2025,PHAR,5690,02,Internal Medicine,Truong,Mabel,29,15,0,0,,,3.659,PHAR5690
Fall 2025,PHAR,5690,03,Internal Medicine,Fernandez,Julianna M,3,1,0,0,,,3.75,PHAR5690
Fall 2025,PHAR,5690,01,Internal Medicine,Sherer,Jeffrey T,1,1,0,0,,,3.5,PHAR5690
Fall 2025,PHAR,5675,01,Disease State Management,Tolleson,Shane Russell,31,6,2,0,,,3.744,PHAR5675
Fall 2025,PHAR,5675,02,Disease State Management,Asias-Dinh,Bernadette De Leon,2,0,0,0,1,,2.667,PHAR5675
Fall 2025,PHAR,5675,04,Disease State Management,Rosario,Natalie,3,0,0,0,,,4,PHAR5675
Fall 2025,PHAR,5675,6,Disease State Management,Gee,Jodie Sue,3,0,0,0,,,4,PHAR5675
Fall 2025,PHAR,5692,01,Advanced Hospital Pharmacy,Truong,Mabel,35,7,0,0,,,3.833,PHAR5692
Fall 2025,PHAR,5693,01,Advanced Community Pharmacy,Tolleson,Shane Russell,24,6,1,0,,,3.742,PHAR5693
Fall 2025,PHAR,5685,01,Critical Care,Truong,Mabel,17,2,1,0,,1,3.619,PHAR5685
Fall 2025,PHAR,5681,03,Infectious Diseases,Truong,Mabel,12,4,0,0,,,3.75,PHAR5681
Fall 2025,PHAR,5681,5,Infectious Diseases,Tam,Vincent H,0,1,1,0,,,2.5,PHAR5681
Fall 2025,PHAR,5644,01,Amb C-Medication Therapy Mgmt,Tolleson,Shane Russell,10,4,0,0,,,3.714,PHAR5644
Fall 2025,PHAR,5670,01,Community Pharmaceutical Care,Tolleson,Shane Russell,13,1,0,0,,,3.929,PHAR5670
Fall 2025,PHAR,5683,02,Cardiology,Truong,Mabel,4,0,0,0,,,4,PHAR5683
Fall 2025,PHAR,5683,03,Cardiology,Wanat,Matthew A,4,0,0,0,,,4,PHAR5683
Fall 2025,PHAR,5683,1,Cardiology,Wang,Elisabeth,2,0,0,0,,,4,PHAR5683
Fall 2025,PHAR,5642,01,Emergency Medicine,Truong,Mabel,7,1,0,0,,1,3.444,PHAR5642
Fall 2025,PHAR,5696,03,Ambulatory Care - Primary Care,Tolleson,Shane Russell,6,1,0,0,1,,3.375,PHAR5696
Fall 2025,PHAR,5680,01,Oncology,Truong,Mabel,4,3,0,0,,,3.571,PHAR5680
Fall 2025,PHAR,5663,01,Pharmacy Management,Truong,Mabel,4,0,0,0,,,4,PHAR5663
Fall 2025,PHAR,5663,02,Pharmacy Management,Tolleson,Shane Russell,0,1,0,0,1,,1.5,PHAR5663
Fall 2025,PHAR,5678,01,Transplant Therapeutics,Truong,Mabel,4,1,0,0,,,3.8,PHAR5678
Fall 2025,PHAR,5694,01,Pediatrics,Truong,Mabel,1,2,0,0,1,1,2,PHAR5694
Fall 2025,PHAR,5659,1,Specialized Pharm Pract Exp,Tolleson,Shane Russell,3,1,0,0,,,3.75,PHAR5659
Fall 2025,PHAR,5660,01,Pharmaceutical Industry,Tolleson,Shane Russell,2,2,0,0,,,3.5,PHAR5660
Fall 2025,PHAR,5662,03,Academic Scholarship,Wallace,David A,3,0,0,0,,,4,PHAR5662
Fall 2025,PHAR,5662,01,Academic Scholarship,Shamsi,Aayna,1,0,0,0,,,4,PHAR5662
Fall 2025,PHAR,5695,01,Geriatrics,Tolleson,Shane Russell,2,2,0,0,,,3.5,PHAR5695
Fall 2025,PHAR,5664,01,Legal & Regulatory Affairs,Tolleson,Shane Russell,3,0,0,0,,,4,PHAR5664
Fall 2025,PHAR,5668,01,Managed Care Pharmacy,Tolleson,Shane Russell,3,0,0,0,,,4,PHAR5668
Fall 2025,PHAR,5643,01,Neurology,Truong,Mabel,1,1,0,0,,,3.5,PHAR5643
Fall 2025,PHAR,5645,01,Pharmacy Informatics,Truong,Mabel,2,0,0,0,,,4,PHAR5645
Fall 2025,PHAR,5646,1,Medication Safety,Truong,Mabel,2,0,0,0,,,4,PHAR5646
Fall 2025,PHAR,5686,2,Psychiatry,Truong,Mabel,2,0,0,0,,,4,PHAR5686
Fall 2025,PHAR,5674,2,Nutritional Support,Truong,Mabel,0,1,0,0,,,3,PHAR5674
Fall 2025,PHAR,5679,01,Women's Health Therapeutics,Truong,Mabel,1,0,0,0,,,4,PHAR5679
Fall 2025,PHAR,5691,2,Drug Information,Tolleson,Shane Russell,1,0,0,0,,,4,PHAR5691
Fall 2025,ENTR,3310,07,Entrepreneurship,Wilbur,Stephen,134,124,12,4,6,1,3.339,ENTR3310
Fall 2025,ENTR,3310,02,Entrepreneurship,Wilbur,Stephen,134,111,19,7,4,4,3.232,ENTR3310
Fall 2025,ENTR,3310,05,Entrepreneurship,Ortega,Carlos Alberto,127,52,14,2,2,3,3.394,ENTR3310
Fall 2025,ENTR,3310,04,Entrepreneurship,Ortega,Carlos Alberto,127,55,11,0,2,4,3.428,ENTR3310
Fall 2025,ENTR,3310,01,Entrepreneurship,Ortega,Carlos Alberto,141,43,12,0,,1,3.589,ENTR3310
Fall 2025,ENTR,3310,03,Entrepreneurship,Ortega,Carlos Alberto,138,51,3,1,1,3,3.557,ENTR3310
Fall 2025,ENTR,3310,08,Entrepreneurship,Richards,Sean Wesley,21,5,1,0,,,3.509,ENTR3310
Fall 2025,ENTR,3310,06,Entrepreneurship,Boles,James Read,14,4,1,0,,1,3.434,ENTR3310
Fall 2025,ENTR,3312,03,Corporate Entrepreneurship,Lish,Alan D,27,54,18,0,,1,3.007,ENTR3312
Fall 2025,ENTR,3312,04,Corporate Entrepreneurship,Lish,Alan D,12,46,28,9,3,2,2.533,ENTR3312
Fall 2025,ENTR,3312,01,Corporate Entrepreneurship,Karonika,John R,24,17,2,1,1,4,3.062,ENTR3312
Fall 2025,ENTR,3312,02,Corporate Entrepreneurship,Karonika,John R,27,12,5,1,,3,3.16,ENTR3312
Fall 2025,ENTR,3312,05,Corporate Entrepreneurship,Karonika,John R,29,12,2,2,,3,3.216,ENTR3312
Fall 2025,ENTR,3312,06,Corporate Entrepreneurship,Karonika,John R,25,15,1,1,2,4,3.028,ENTR3312
Fall 2025,ENTR,4397,04,Sel Topics in Entrepreneurship,McCormick,Kelly,43,3,3,1,1,,3.647,ENTR4397
Fall 2025,ENTR,4397,02,Sel Topics in Entrepreneurship,McCormick,Kelly,33,6,1,0,,,3.767,ENTR4397
Fall 2025,ENTR,4397,03,Sel Topics in Entrepreneurship,Boles,James Read,8,13,8,4,,,2.778,ENTR4397
Fall 2025,ENTR,4397,05,Sel Topics in Entrepreneurship,Krishnamurthy,Parthasarathy,16,8,1,0,,1,3.462,ENTR4397
Fall 2025,ENTR,4397,06,Sel Topics in Entrepreneurship,Krishnamurthy,Parthasarathy,8,13,3,0,,1,3.08,ENTR4397
Fall 2025,ENTR,3311,01,Technology Entrepreneurship,Nordby,Jonathan,89,2,1,0,4,2,3.697,ENTR3311
Fall 2025,ENTR,4340,01,Entrepreneurial Capital,Nordby,Jonathan,29,1,0,0,,,3.956,ENTR4340
Fall 2025,ENTR,4340,02,Entrepreneurial Capital,Rios,Eduardo Javier,20,7,3,0,,,3.446,ENTR4340
Fall 2025,ENTR,4340,03,Entrepreneurial Capital,Rios,Eduardo Javier,18,10,1,0,,,3.507,ENTR4340
Fall 2025,ENTR,3390,01,ENTR 3390,McCormick,Kelly,35,11,2,1,1,,3.547,ENTR3390
Fall 2025,ENTR,3342,01,Women in Entrepreneurship,McCormick,Kelly,24,9,3,0,1,,3.442,ENTR3342
Fall 2025,ENTR,7335,01,Entreprnl Profit & Cash Mgt,Becker,Charles D,30,4,1,0,1,,3.686,ENTR7335
Fall 2025,ENTR,4330,01,Entrepreneurial Costs/Budgets,Becker,Charles D,22,9,1,0,,1,3.485,ENTR4330
Fall 2025,ENTR,4110,01,Entrepren Values & Leadership,Cook,David B,19,11,0,0,,,3.523,ENTR4110
Fall 2025,ENTR,4350,01,Entrepreneurial Strategy,Rassin,Keith David,23,7,0,0,,,3.789,ENTR4350
Fall 2025,ENTR,7336,01,Entrepreneurship Overview,Wilbur,Stephen,11,2,0,1,,,3.525,ENTR7336
Fall 2025,ENTR,7336,02,Entrepreneurship Overview,Wilbur,Stephen,6,1,0,0,,,3.716,ENTR7336
Fall 2025,ENTR,7390,01,Technology Entrepreneurship,Nordby,Jonathan,15,0,0,0,,,4,ENTR7390
Fall 2025,ENTR,7339,01,Venture Fund,Rassin,Keith David,9,0,0,0,,,3.963,ENTR7339
Fall 2025,ENTR,7399,02,Entrepreneurial Capstone,Gonzalez,Liana,3,0,0,0,,,4,ENTR7399
Fall 2025,ENTR,7399,01,Entrepreneurial Capstone,Gonzalez,Liana,1,0,0,0,,,4,ENTR7399
Fall 2025,ENTR,7342,01,Women in Entrepreneurship,McCormick,Kelly,1,1,0,0,1,,2.443,ENTR7342
Fall 2025,ENTR,4380,01,Venture Fund,Rassin,Keith David,2,0,0,0,,,4,ENTR4380
Fall 2025,GHL,1337,01,Intro To Hospitality Industry,Dawson,Mary,44,16,5,2,,1,3.398,GHL1337
Fall 2025,GHL,1337,3,Intro To Hospitality Industry,Doudna,Simone P,46,10,5,0,,,3.613,GHL1337
Fall 2025,GHL,1337,02,Intro To Hospitality Industry,Doudna,Simone P,34,6,5,2,2,,3.334,GHL1337
Fall 2025,GHL,1345,02,"Safety, Sanitation in Hosp Ind",Sirsat,Sujata Ashok,43,5,0,1,1,,3.72,GHL1345
Fall 2025,GHL,1345,03,"Safety, Sanitation in Hosp Ind",Sirsat,Sujata Ashok,10,19,12,0,,,2.975,GHL1345
Fall 2025,GHL,1345,01,"Safety, Sanitation in Hosp Ind",Lin,Zhihong,8,8,9,1,3,2,2.398,GHL1345
Fall 2025,GHL,1301,1,Hospitality Technology,Li,Ningqiao,24,23,9,3,2,1,3.011,GHL1301
Fall 2025,GHL,1301,2,Hospitality Technology,Morosan,Cristian,14,24,10,1,,2,2.844,GHL1301
Fall 2025,GHL,1320,1,Foodservice Management,Legendre,Jungyoung Shin,48,9,2,1,3,,3.524,GHL1320
Fall 2025,GHL,1320,2,Foodservice Management,Haskell,Rebecca Erin,45,2,0,0,1,2,3.674,GHL1320
Fall 2025,GHL,1367,1,Lodging Management,Kenyan,Erin Oeser,34,9,6,0,,1,3.408,GHL1367
Fall 2025,GHL,1367,2,Lodging Management,Cheatham,Cathy A,33,3,4,4,4,1,3.109,GHL1367
Fall 2025,GHL,2340,02,System of Accts in Hospitality,Johnson,Tucker A,19,17,8,2,2,,2.973,GHL2340
Fall 2025,GHL,2340,1,System of Accts in Hospitality,DeFranco,Agnes L,19,13,7,6,1,2,2.785,GHL2340
Fall 2025,GHL,2356,02,Comm Strategies for Hospitalty,Barth,Stephen C,27,14,5,0,2,2,3.207,GHL2356
Fall 2025,GHL,2356,1,Comm Strategies for Hospitalty,Haskell,Rebecca Erin,35,3,0,0,1,1,3.684,GHL2356
Fall 2025,GHL,3358,2,Hospitality Industry Law,Abbott,Jeanna L,34,9,0,1,1,1,3.537,GHL3358
Fall 2025,GHL,3358,1,Hospitality Industry Law,Abbott,Jeanna L,31,5,2,0,,,3.72,GHL3358
Fall 2025,GHL,2350,1,Mgmt Principles in Hospitality,Hingoraney,Mahima Manish,34,4,1,0,,,3.745,GHL2350
Fall 2025,GHL,2350,2,Mgmt Principles in Hospitality,Boger Jr,Carl A,20,9,4,1,,1,3.258,GHL2350
Fall 2025,GHL,4352,02,Hosp Organizational Behavior,Doudna,Simone P,38,4,4,1,2,,3.477,GHL4352
Fall 2025,GHL,4352,01,Hosp Organizational Behavior,Maneethai,Dustin,18,2,2,0,1,,3.508,GHL4352
Fall 2025,GHL,4350,2,Strategy&Innovation Hosp Ind,Kim,Jaewook,37,7,5,1,1,,3.516,GHL4350
Fall 2025,GHL,4350,1,Strategy&Innovation Hosp Ind,Kim,Jaewook,10,5,3,0,,,3.371,GHL4350
Fall 2025,GHL,2343,02,Hospitality Cost Controls,Haskell,Rebecca Erin,21,15,7,3,1,1,2.98,GHL2343
Fall 2025,GHL,2343,01,Hospitality Cost Controls,Hight,Stephen Kyle,8,4,2,0,,2,2.979,GHL2343
Fall 2025,GHL,3352,2,Human Resource Management,Madera,Juan Manuel,43,2,1,0,1,,3.809,GHL3352
Fall 2025,GHL,3352,01,Human Resource Management,Kim,Grace E,14,1,0,0,,,3.955,GHL3352
Fall 2025,GHL,4343,2,Financial Admin for Hosp.Ind.,Koh,Yoon,26,12,6,0,1,,3.282,GHL4343
Fall 2025,GHL,4343,1,Financial Admin for Hosp.Ind.,Cherenkov,Egor,9,4,0,1,,,3.429,GHL4343
Fall 2025,GHL,4361,1,Marketing Strategies,Mohamed,Mohamed Elsayed AbdElaziz,30,13,10,1,1,1,3.179,GHL4361
Fall 2025,GHL,4353,02,Leadership in Hospitality Ind,Barth,Stephen C,21,13,6,0,1,,3.244,GHL4353
Fall 2025,GHL,4353,01,Leadership in Hospitality Ind,Maneethai,Dustin,8,2,0,0,1,,3.335,GHL4353
Fall 2025,GHL,2160,1,Hospitality Internship,Shepherd,Ashley,46,1,0,2,2,,3.706,GHL2160
Fall 2025,GHL,2315,01,Introduction to SPA Management,Doudna,Simone P,38,8,1,2,,,3.633,GHL2315
Fall 2025,GHL,4360,1,Hospitality Internship,Kenyan,Erin Oeser,46,1,0,0,1,1,3.783,GHL4360
Fall 2025,GHL,3361,1,Hospitality Marketing,Suh,Taehyun,20,3,0,0,,,3.855,GHL3361
Fall 2025,GHL,3361,2,Hospitality Marketing,Mohamed,Mohamed Elsayed AbdElaziz,13,8,1,0,,,3.575,GHL3361
Fall 2025,GHL,3341,2,Hospitality Managerial Acct,Johnson,Tucker A,6,5,6,3,,2,2.455,GHL3341
Fall 2025,GHL,3341,1,Hospitality Managerial Acct,Johnson,Tucker A,6,6,3,1,2,,2.796,GHL3341
Fall 2025,GHL,6317,1,Innovative Hosp. Technologies,Lee,Minwoo,35,3,1,0,,,3.855,GHL6317
Fall 2025,GHL,6317,2,Innovative Hosp. Technologies,Lee,Minwoo,0,1,0,0,,,2.67,GHL6317
Fall 2025,GHL,6324,1,Hosp. Busn Strategies in Amer,Kim,Jaewook,39,0,0,0,,,4,GHL6324
Fall 2025,GHL,6324,2,Hosp. Busn Strategies in Amer,Kim,Jaewook,1,0,0,0,,,4,GHL6324
Fall 2025,GHL,6340,1,Behavior and Hosp. Lead. Strat,Guchait,Priyanko,35,3,1,0,,,3.863,GHL6340
Fall 2025,GHL,6340,2,Behavior and Hosp. Lead. Strat,Guchait,Priyanko,0,0,1,0,,,2.33,GHL6340
Fall 2025,GHL,6352,1,Hospitality Market Analysis,McCaslin,Glynn Randle,39,0,0,0,,,4,GHL6352
Fall 2025,GHL,6352,2,Hospitality Market Analysis,McCaslin,Glynn Randle,1,0,0,0,,,4,GHL6352
Fall 2025,GHL,3197,1,Selected Topics in Hospitality,Haskell,Rebecca Erin,15,8,5,0,,1,3.207,GHL3197
Fall 2025,GHL,3197,01,Selected Topics in Hospitality,Corsi,Aaron James,9,1,0,0,,,3.735,GHL3197
Fall 2025,GHL,3373,01,GHL 3373,Kenyan,Erin Oeser,31,6,1,1,,,3.726,GHL3373
Fall 2025,GHL,3348,1,Principles of Hosp Revenue Mgt,Johnson,Tucker A,18,8,1,3,3,1,2.98,GHL3348
Fall 2025,GHL,3440,1,Hotel Operations,Cheatham,Cathy A,26,5,1,0,,1,3.697,GHL3440
Fall 2025,GHL,8353,01,GHL 8353,Boger Jr,Carl A,28,0,0,0,,,4,GHL8353
Fall 2025,GHL,8372,01,GHL 8372,Reynolds,Dennis Edward,25,3,0,0,,,3.893,GHL8372
Fall 2025,GHL,8385,01,GHL 8385,Legendre,Jungyoung Shin,28,0,0,0,,,4,GHL8385
Fall 2025,GHL,3349,1,Hosp Procurement & Purchasing,Ginapp,Kathrine,14,10,3,0,,,3.371,GHL3349
Fall 2025,GHL,3364,1,Hotel Sales,Kenyan,Erin Oeser,16,6,5,0,,,3.346,GHL3364
Fall 2025,GHL,4379,01,GHL 4379,Pede,Michael Lawrence,23,2,0,0,,,3.933,GHL4379
Fall 2025,GHL,3345,1,Wine Appreciation,Taylor,David C,14,4,5,0,,1,3.236,GHL3345
Fall 2025,GHL,6380,1,Business Analytics,Lee,Minwoo,20,3,0,0,,,3.855,GHL6380
Fall 2025,GHL,3336,01,Beverage Management,Hight,Stephen Kyle,15,3,2,1,,,3.461,GHL3336
Fall 2025,GHL,7353,1,Services Management in Hosp.,Boger Jr,Carl A,20,0,0,0,,,4,GHL7353
Fall 2025,GHL,4336,1,Beverage Marketing,Taylor,David C,10,4,2,1,,1,3.038,GHL4336
Fall 2025,GHL,6330,1,Statistical Analysis in Hosp.,Draper,Jason A,15,3,0,0,,,3.852,GHL6330
Fall 2025,GHL,7369,1,Hospitality Financial Assets,Koh,Yoon,12,1,1,1,1,,3.293,GHL7369
Fall 2025,GHL,3346,1,Beer Appreciation,Corsi,Aaron James,9,5,0,0,1,,3.444,GHL3346
Fall 2025,GHL,6357,1,Gaming and Casino Mgmt,Hahn,Simon Jumong,15,0,0,0,,,3.978,GHL6357
Fall 2025,GHL,3153,1,Htl Mrktng New York Style,Boger Jr,Carl A,12,0,0,0,,1,3.692,GHL3153
Fall 2025,GHL,7337,1,Human Resources in Hospitality,Madera,Juan Manuel,11,0,1,0,,,3.833,GHL7337
Fall 2025,GHL,3155,1,Event Planning,Haskell,Rebecca Erin,11,0,0,0,,,4,GHL3155
Fall 2025,GHL,3357,1,Gaming and Casino Managment,Hahn,Simon Jumong,5,4,0,0,,1,3.101,GHL3357
Fall 2025,GHL,4370,1,Project Dev & Mgmt in Hosp Ind,Li,Ningqiao,8,1,0,0,,,3.669,GHL4370
Fall 2025,GHL,6364,1,Hosp. Managerial Accounting,Johnson,Tucker A,6,1,0,0,,,3.763,GHL6364
Fall 2025,GHL,6364,2,Hosp. Managerial Accounting,Johnson,Tucker A,1,0,1,0,,,3.165,GHL6364
Fall 2025,GHL,3420,1,Foodservice Operations,Ginapp,Kathrine,3,4,1,0,,,3.209,GHL3420
Fall 2025,GHL,6360,01,Graduate Directed Practicum,Back,KiJoon,6,0,0,0,,,4,GHL6360
Fall 2025,GHL,6355,1,Event Administration,Draper,Jason A,3,2,0,0,,,3.732,GHL6355
Fall 2025,GHL,8303,1,Multivariate Anal. in Hosp. Ad,Guchait,Priyanko,4,0,0,0,,,4,GHL8303
Fall 2025,GHL,8303,2,Multivariate Anal. in Hosp. Ad,Guchait,Priyanko,1,0,0,0,,,4,GHL8303
Fall 2025,GHL,8310,1,Teaching Methods in Hosp. Adm.,DeFranco,Agnes L,4,0,0,0,,,4,GHL8310
Fall 2025,GHL,8310,2,Teaching Methods in Hosp. Adm.,DeFranco,Agnes L,1,0,0,0,,,4,GHL8310
Fall 2025,GHL,6153,1,Hotel Marketing-New York Style,Boger Jr,Carl A,4,0,0,0,,,4,GHL6153
Fall 2025,GHL,7341,01,Food and Beverage Management,Legendre,Jungyoung Shin,3,1,0,0,,,3.833,GHL7341
Fall 2025,GHL,6197,02,Selected Topics,Haskell,Rebecca Erin,1,0,0,0,,,3.67,GHL6197
Fall 2025,GHL,6197,03,Selected Topics,Haskell,Rebecca Erin,1,0,0,0,,,4,GHL6197
Fall 2025,GHL,6197,4,Selected Topics,Hight,Stephen Kyle,1,0,0,0,,,4,GHL6197
Fall 2025,GHL,6345,1,Wine Appreciation,Taylor,David C,3,0,0,0,,,4,GHL6345
Fall 2025,GHL,3154,1,Rest. Mrktg Chicago Style,Hight,Stephen Kyle,2,0,0,0,,,4,GHL3154
Fall 2025,GHL,4155,1,GHL 4155,Kenyan,Erin Oeser,2,0,0,0,,,4,GHL4155
