TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,UNSATISFACTORY,NOT REPORTED,TOTAL DROPPED,AVG GPA
Fall 2021,ECON,4399,1,Senior Honors Thesis,Boul,Ruxandra,1,0,0,0,0,0,0,0,0,4
Fall 2021,ARCH,6397,6,Sel Tpcs-Arc/Urbn Desgn,Smith,Joshua S,1,0,0,0,0,0,0,0,0,4
Fall 2021,HIST,8377,4,Reading for Comps Exams,Romero,Todd,1,0,0,0,0,0,0,0,0,4
Fall 2021,PHOP,6275,2,Professional Development,Porter,Jason,1,0,0,0,0,0,0,0,0,4
Fall 2021,GEOL,8998,24,Doctoral Research,Zhou,Hua-Wei,0,0,0,0,0,1,0,0,0,0
Fall 2021,GEOL,8998,21,Doctoral Research,Wu,Jonathan En Lin,0,0,0,0,0,1,0,0,0,0
Fall 2021,GENB,5303,2,Prof Acct Communication,Newman,Michael Ray,1,0,0,0,0,0,0,0,0,4
Fall 2021,BIOL,8698,6,Doctoral Research,Feng,Qin,0,0,0,0,0,1,0,0,0,0
Fall 2021,ANTH,6392,2,Research Practicum I,Gordon,Andrew J,1,0,0,0,0,0,0,0,0,4
Fall 2021,PETR,8699,1,Doctoral Dissertation,Soliman,Mohamed Yousef,0,0,0,0,0,1,0,0,0,0
Fall 2021,HIST,8999,5,Doctoral Dissertation,Clavin,Matthew J,1,0,0,0,0,0,0,0,0,4
Fall 2021,COSC,2436,7,Programming and Data Structure,Gabriel,Edgar,25,27,20,4,10,0,0,0,19,2.616
Fall 2021,NURS,6316,1,Healthcare Organizatn Behavior,Brohard,Cheryl L,9,0,0,0,0,0,0,0,0,4
Fall 2021,PEP,6305,1,Measurmnt Hlt & Phys Educ,Lee,Dong Hun,4,3,1,0,0,0,0,0,0,3.416
Fall 2021,BIOE,8699,8,Doctoral Dissertation,Gifford,Howard,0,0,0,0,0,1,0,0,0,0
Fall 2021,PETR,6372,1,Petroleum Production Operation,Wong,George K,9,4,0,1,0,0,0,0,0,3.5
Fall 2021,NURS,6351,1,Evidence-Based Practice Projt,Varghese,Shainy B,9,0,0,0,0,0,0,0,0,4
Fall 2021,PSYC,8399,13,Doctoral Dissertation,Hernandez,Arturo E,2,0,0,0,0,0,0,0,0,4
Fall 2021,ELCS,6320,1,Instructional Supervision,Butcher,Keith,17,0,0,0,0,0,0,0,0,4
Fall 2021,BIOE,8398,16,Doctoral Research,Zhang,Yingchun,0,0,0,0,0,2,0,0,0,0
Fall 2021,ARCH,6302,3,Visual Studies II,Martinez,Marcus E,8,1,0,0,0,0,0,0,1,3.742
Fall 2021,PCEU,6342,1,Advanced Pharmaceutics I,Liu,Xinli,5,4,0,0,0,0,0,0,0,3.556
Fall 2021,HIST,6395,1,Topics European History,McNally,David Joseph,8,0,0,0,0,0,0,0,0,3.918
Fall 2021,LAW,5319,1,Intro To American Law,Kalu,Vivian O,9,7,8,0,0,0,0,0,0,3.014
Fall 2021,ENGL,8371,1,Amer Novel of 19Th Cen,Berger,Jason,10,0,0,0,0,0,0,0,1,4
Fall 2021,ECE,8398,29,Doctoral Research,Shan,Xiaonan,0,0,0,0,0,3,0,0,0,0
Fall 2021,ARCH,5500,7,Architecture Design Studio IX,Race,Bruce Alan,4,10,1,0,0,0,0,0,0,3.266
Fall 2021,GOVT,2306,55,US and Texas Const/Politics,LeVeaux,Christine,20,4,1,0,0,0,0,0,0,3.628
Fall 2021,HIST,1378,18,The U S Since 1877,Quevillon,Timothy R,55,8,6,5,12,0,0,0,14,3.02
Fall 2021,ARTH,3389,1,Italian Gothic Art/Patronage,Steinhoff,Judith,6,5,3,1,4,0,0,0,3,2.352
Fall 2021,BIOL,1106,12,Biology for Science Majors I,Medrano,Ana I,14,2,0,2,3,0,0,0,1,3.016
Fall 2021,LAW,5322,1,Pretrial Litigation,Shadwick,Jeffrey Alan,7,10,0,0,0,1,0,1,0,3.222
Fall 2021,LAW,5197,2,Selected Topics,Lawrence,Jim E,0,0,0,0,0,10,0,0,0,0
Fall 2021,MUSI,2181,5,Group Piano III,Van Kekerix,Todd Evan,9,3,0,0,0,0,0,0,2,3.75
Fall 2021,LAW,6348,1,Texas Criminal Procedure,Secrest,George M,5,2,1,1,0,0,0,0,0,3.259
Fall 2021,LAW,5314,16,Lawyering Skills & Strategy I,Brem,Katherine B,5,11,1,0,0,0,0,0,0,3.352
Fall 2021,ARTS,4397,3,Sel Topics in Fine Arts,Lowe,Rick,5,3,1,0,0,0,0,0,0,3.481
Fall 2021,MIS,4390,1,Energy Trading Systems,Pena,Juan F,37,5,4,0,0,0,0,0,1,3.696
Fall 2021,ARCH,1360,2,Architectural Sketching I,Williams,Celeste,8,10,0,0,0,0,0,0,0,3.481
Fall 2021,CHEM,1111,41,Fundamentals of Chm Lab,Zaitsev,Vladimir G,7,9,2,1,0,0,0,0,0,3.036
Fall 2021,ELED,4310,1,Reading/Language in Elementary,Tyson,Eleanore S,23,3,0,0,0,0,0,0,0,3.808
Fall 2021,INDS,3500,3,Industrial Design Studio V,Wells,Adam C,4,4,0,0,0,0,0,0,0,3.418
Fall 2021,GERM,3364,1,Writing Holocausts,Pus,Ivan,3,7,1,0,0,0,0,0,2,3.242
Fall 2021,PHYS,1102,2,College Physics II (lab),Wood,Lowell T,1,16,7,0,0,0,0,0,0,2.736
Fall 2021,CIVE,4398,1,Independent Study,Hoskere,Vedhus,2,0,0,0,0,0,0,0,0,4
Fall 2021,IDNS,2133,1,Calculus III SEP Workshop,Pattison,Donna,5,2,1,4,0,0,0,0,2,2.749
Fall 2021,BIOL,8698,3,Doctoral Research,Crawford,Kerri M,0,0,0,0,0,1,0,0,0,0
Fall 2021,MATH,8398,15,Doctoral Research,Kalantar,Mehrdad,0,0,0,0,0,2,0,0,0,0
Fall 2021,CHEM,6398,11,Special Problems,Lee,T Randall,0,0,0,0,0,1,0,0,0,0
Fall 2021,MATH,8698,1,Doctoral Research,Olshanskiy,Maxim Alexandrovich,0,0,0,0,0,4,0,0,0,0
Fall 2021,NUTR,6307,1,Community Nutrition Practice,Haubrick,Kevin,0,0,0,0,0,4,0,0,0,0
Fall 2021,ARCH,6355,1,Houston Architecture,Fox,Stephen,1,1,0,0,0,0,0,0,0,3.5
Fall 2021,PHYS,8399,5,Doctoral Dissertation,Chen,Shuo,1,0,0,0,0,0,0,0,0,4
Fall 2021,THEA,6294,7,Design and Production Studio,Rigdon,Kevin L,4,0,0,0,0,0,0,0,0,4
Fall 2021,EGRP,1142,1,Engineering Applications V,Henderson,Jerrod A,0,0,0,0,0,7,0,0,0,0
Fall 2021,ACCT,5380,1,Oil and Gas Accounting 1,Patel,Simi,0,3,0,0,0,0,0,0,0,3
Fall 2021,GEOL,8698,5,Doctoral Research,Castagna,John P,0,0,0,0,0,2,0,0,0,0
Fall 2021,PETR,8598,1,Doctoral Research,Soliman,Mohamed Yousef,0,0,0,0,0,2,0,0,0,0
Fall 2021,ARCH,6367,2,Case Studies Sustainable Arch,Taylor,Rives,1,1,0,0,0,0,0,0,0,3.5
Fall 2021,MUSA,6340,1,Applied Trumpet,Hughes,Mark Alan,2,0,0,0,0,0,0,0,0,4
Fall 2021,SPAN,4371,1,Techniques in Teaching Spanish,Balestra,Alejandra,1,0,0,0,1,0,0,0,0,1.835
Fall 2021,THEA,2100,1,Theatre Education Internship,Cooper,Charles G,5,0,0,0,0,0,0,0,0,4
Fall 2021,CUIN,8398,3,Independent Study,Alarcon,Jeannette Driscoll,2,0,0,0,0,0,0,0,0,4
Fall 2021,MANA,   6A25,2,Ethical Leadrshp & Crit Reason,Carlin,Barbara A,3,1,0,0,0,0,0,0,0,3.75
Fall 2021,PHOP,8199,8,Doctoral Dissertation,Coates,Daniel R,1,0,0,0,0,0,0,0,0,4
Fall 2021,MUSA,4432,2,Applied Oboe,Fischer,Jonathan,1,0,0,0,0,0,0,0,0,4
Fall 2021,CHEM,8399,15,Doctoral Dissertation,Daugulis,Olafs,1,0,0,0,0,0,0,0,0,4
Fall 2021,MUSA,6420,1,Applied Violin,Yon,Kirsten A,3,0,0,0,0,0,0,0,0,4
Fall 2021,POLS,8999,15,Doctoral Dissertation,Clifford,Scott,0,0,0,0,0,1,0,0,0,0
Fall 2021,CIVE,8498,2,Doctoral Research,Shaffer,Devin,0,0,0,0,0,1,0,0,0,0
Fall 2021,BIOL,6398,6,Special Problems,Feng,Qin,0,0,0,0,0,1,0,0,0,0
Fall 2021,MECE,7399,23,Masters Thesis,Liu,Dong,0,0,0,0,0,1,0,0,0,0
Fall 2021,COSC,3399,3,Senior Honors Thesis,Shah,Shishir,0,0,0,0,0,0,0,0,0,0
Fall 2021,MUSA,2330,1,Applied Flute,Russell,Peggy,3,0,0,0,0,0,0,0,0,3.89
Fall 2021,MECE,8598,30,Doctoral Research,Sun,Li,0,0,0,0,0,1,0,0,0,0
Fall 2021,THEA,1111,2,Production,Jackson,Nicholas Fredrick,24,0,0,0,0,0,0,0,0,4
Fall 2021,KIN,4303,2,The Obesity Epidemic,Alastuey,Lisa L,32,26,11,6,9,0,0,0,2,2.727
Fall 2021,COSC,3320,2,Algorithms and Data Structures,Wu,Panruo,31,64,22,2,6,0,0,0,14,2.957
Fall 2021,MATH,3325,1,Transition to Advanced Math,Onofrei,Daniel T,7,5,6,4,2,0,0,0,4,2.417
Fall 2021,HRMA,4350,2,Strategy&Innovation Hosp Ind,Johnson,Tucker A,63,6,1,0,0,0,0,0,0,3.853
Fall 2021,IDNS,1101,2,Physics 1301 Workshop,Pattison,Donna,24,5,0,0,0,0,0,0,0,3.828
Fall 2021,CHEM,1305,3,Foundations of Chemistry,St Hill,Lydia Ruth,18,26,14,6,5,0,0,0,5,2.667
Fall 2021,OPTO,5344,1,Adv Physiol and Molecular Biol,Frishman,Laura J,21,49,25,3,1,0,0,0,1,2.905
Fall 2021,PHAR,5332,1,Pharmacokinetics,Chow,Diana Shu-Lian,32,51,27,1,2,0,0,0,0,2.973
Fall 2021,FINA,4382,1,Developing R E Project,Henning,Erica,18,12,5,0,0,0,0,0,0,3.371
Fall 2021,CUIN,3111,2,Educational Tech Elem Teachers,Nguyen,Phuong Thi Mai,32,1,0,1,0,0,0,0,1,3.824
Fall 2021,SPAN,2311,3,Intermediate Spanish I,Martinez,Carlos David,3,5,3,1,2,0,0,0,2,2.381
Fall 2021,PHYS,1101,14,College Physics I (lab),Maric,Sladjana,2,7,5,0,0,0,0,0,2,2.786
Fall 2021,NUTR,6302,1,Adv Medical Nutrition Therapy,Ferrell,Carla Denise,11,3,0,0,0,0,0,0,1,3.739
Fall 2021,MUSA,6422,2,Applied Viola,Brooks,Wayne A,2,0,0,0,0,0,0,0,0,4
Fall 2021,ACCT,7374,2,Appl Data Analytics Acct II,Hou,Jinghui,4,2,0,0,0,0,0,0,0,3.557
Fall 2021,CNST,6350,1,Decision Making and Risk Mgmt,Gao,Lu,12,2,0,0,1,0,0,0,1,3.6
Fall 2021,PETR,8399,8,Doctoral Dissertation,Myers,Michael Tolbert,0,0,0,0,0,1,0,0,0,0
Fall 2021,ECE,8298,1,Doctoral Research,Bao,Jiming,0,0,0,0,0,2,0,0,0,0
Fall 2021,ECE,8598,19,Doctoral Research,Pan,Miao,0,0,0,0,0,3,0,0,0,0
Fall 2021,ECE,5127,1,Power Transm & Distribut Lab,Phillips,Desiree Lyn,16,2,0,0,1,0,0,0,0,3.649
Fall 2021,ARTH,3314,1,Latin American Art,Decker,Arden,2,0,0,0,0,0,0,0,0,3.835
Fall 2021,CUIN,4101,3,Content for Teaching,Ford,Haley Michelle Grimland,10,0,0,0,0,0,0,0,0,4
Fall 2021,CUIN,2300,2,Introduction to STEM Teaching,Manuel,Mariam A,13,0,0,0,0,0,0,0,0,4
Fall 2021,BIOL,6298,27,Special Problems,Alward,Beau Andrew,0,0,0,0,0,1,0,0,0,0
Fall 2021,BIOL,6798,1,Special Problems,Zufall,Rebecca A,0,0,0,0,0,2,0,0,0,0
Fall 2021,PEP,7398,6,Adv Special Problem Human Perf,Cottingham,Michael,1,0,0,0,0,0,0,0,0,4
Fall 2021,GEOL,7398,6,Masters Research,Robinson,Alexander C,0,0,0,0,0,1,0,0,0,0
Fall 2021,ECE,6379,2,Power Syst Oper and Modeling,Li,Xingpeng,0,1,0,1,0,0,0,0,1,1.67
Fall 2021,TEPM,6308,1,Project Procurement Practices,Conover,Sharon Cecilia,2,0,0,0,0,0,0,0,0,4
Fall 2021,MUSA,4438,1,Applied Saxophone,Witt,Woodrow W,2,0,0,0,0,0,0,0,0,4
Fall 2021,FINA,7397,1,Selected Topics in Finance,Becker,Charles D,3,0,0,0,0,0,0,0,0,3.89
Fall 2021,BIOE,8598,10,Doctoral Research,Larin,Kirill,0,0,0,0,0,1,0,0,0,0
Fall 2021,GEOL,8398,1,Doctoral Research,Beverly,Emily Jane,0,0,0,0,0,1,0,0,0,0
Fall 2021,PSYC,8399,23,Doctoral Dissertation,Yoshida,Hanako,0,0,0,0,0,1,0,0,0,0
Fall 2021,CIVE,8399,7,Doctoral Dissertation,Louie,Stacey M,0,0,0,0,0,1,0,0,0,0
Fall 2021,MATH,8698,3,Doctoral Research,Bodmann,Bernhard G,0,0,0,0,0,1,0,0,0,0
Fall 2021,PHIL,1361,4,Philosophy and the Arts,Drapela,Nick Gerard,11,16,13,4,2,0,0,0,3,2.659
Fall 2021,HLT,4310,2,Program Planning for Health,Haq,Arooba A,20,5,6,1,2,0,0,0,0,3.07
Fall 2021,FREN,1502,1,Elementary French II,Green,Viola V,7,3,6,1,0,0,0,0,6,2.999
Fall 2021,CNST,4397,1,Sel Tops in Construction Mgmt,Bazzini,Anthony M,3,7,2,0,0,0,0,0,1,3.083
Fall 2021,ENGL,4386,1,Short Story Writing,Kennedy,Daniel Peter,11,3,0,0,0,0,0,0,0,3.644
Fall 2021,ARCH,   6A50,1,Construction Technology 3,Colaco,Joseph P,16,14,7,0,0,0,0,0,0,3.252
Fall 2021,BZAN,6352,2,Quant Found for Busi Analytics,Tan,Yinliang,12,18,1,1,1,0,0,0,3,3.192
Fall 2021,ECE,6012,1,Department Colloquium,Roysam,Badrinath,0,0,0,0,0,135,0,0,0,0
Fall 2021,ACCT,7397,2,Selected Topics in Accounting,Ramey,Dan T,28,7,0,0,0,0,0,0,0,3.828
Fall 2021,MATH,6366,1,Optimization Theory,Mang,Andreas,16,9,0,0,0,0,0,0,0,3.614
Fall 2021,ECON,7351,1,Develop Econ:Microecon Issues,Friedman,Willa H,10,1,0,0,0,0,0,0,0,3.849
Fall 2021,COMM,6305,1,Qualitative Research Methods,Yamasaki,Jill S,21,7,1,0,1,0,0,0,1,3.578
Fall 2021,SOCW,7304,9,Brief Targeted Interventions,Cheung,Monit,20,1,0,0,0,0,0,0,0,3.795
Fall 2021,OPTO,6363,1,Primary Optometry,Ho,Hong Dieu,32,49,9,2,0,0,0,0,0,3.207
Fall 2021,POLS,3385,1,Introduction to Law,Jackson,Jerald W,20,19,4,1,0,0,0,0,1,3.228
Fall 2021,OPTO,6163,3,Primary Opt Lab,Dempsey,Robert L.,10,13,0,0,0,0,0,0,0,3.435
Fall 2021,PHAR,5696,3,Ambulatory Care - Primary Care,Tolleson,Shane Russell,2,4,0,0,0,0,0,0,0,3.333
Fall 2021,SCM,4390,2,Supply Chain Strategy,Smith,Gordon D,27,25,2,1,0,0,0,0,1,3.4
Fall 2021,ELED,4315,4,Mathematics in Elem School II,Burris,Justin T,23,3,1,0,0,0,0,0,0,3.754
Fall 2021,MUSI,1102,3,Wind Ensemble,Pradervand,Dana S,48,0,0,0,0,0,0,0,0,4
Fall 2021,OPTO,5171,3,Clinic Practicum I,Kehinde,Lucy,14,9,2,0,1,0,0,0,0,3.346
Fall 2021,ARCH,2500,57,Arc/Int Arc Design Studio III,Gonzales,Michael A,5,4,2,1,0,0,0,0,0,3.083
Fall 2021,OPTO,6190,4,Ophthalmic Optics Laboratory,Tucker,Ashley,22,1,0,0,0,0,0,0,0,3.957
Fall 2021,MUSA,4434,1,Applied Clarinet,Griffin,Randall S,4,1,1,0,0,0,0,0,0,3.39
Fall 2021,POLS,3318,1,Intro To Public Policy,Davis,Sharon M,16,16,4,0,6,0,0,0,3,2.802
Fall 2021,ECON,4372,1,Economics of Education,Whaley,Kenneth,11,16,8,1,3,0,0,0,3,2.778
Fall 2021,PHLS,7193,2,Internship and Practicum,Mire,Sarah Stanford,4,0,0,0,0,0,0,0,0,4
Fall 2021,ELED,7320,1,Foundations of Literacy Instru,Westfall,Dawn Marie,17,2,0,0,1,0,0,0,0,3.651
Fall 2021,PUBL,6312,1,Public Finance,Zhu,Ling,3,2,0,0,0,0,0,0,0,3.534
Fall 2021,PHCA,7180,1,Seminar,Essien,Ekere James,11,0,0,0,0,0,0,0,0,4
Fall 2021,CUIN,8318,1,Issues in Urban Education,Cooper,Jane McIntosh,12,0,0,0,0,0,0,0,0,4
Fall 2021,CHEM,6351,1,Organic Structure Detrm,Cai,Chengzhi,2,20,0,0,1,0,0,0,0,2.971
Fall 2021,BIOL,6354,1,Endocrinology,Warner,Margaret,11,0,0,0,0,0,0,0,0,4
Fall 2021,CUIN,8320,1,C&I Doctoral Rsch Sem,Irwin,Lauren,6,0,0,0,0,0,0,0,1,4
Fall 2021,HON,3399,10,Senior Honors Thesis,Rhoden,Brenda,4,0,0,0,0,0,0,0,0,4
Fall 2021,ECE,8699,21,Doctoral Dissertation,Rajashekara,Kaushik,3,0,0,0,0,0,0,0,0,4
Fall 2021,ARTH,6332,1,20th Century Design,Orto,Luisa,2,0,0,0,0,0,0,0,0,4
Fall 2021,THEA,7323,1,Graduate Voice/Speech III,Ward,Rebecca Rose,4,3,0,0,0,0,0,0,0,3.524
Fall 2021,ECE,6111,3,Graduate Seminar,Bao,Jiming,0,0,0,0,0,2,0,0,0,0
Fall 2021,MUSA,8240,7,Doctoral Recital I,Morgulis,Tali,1,0,0,0,0,0,0,0,0,4
Fall 2021,HRMA,6382,2,Meth of Res in Hospitality Ind,Legendre,Jungyoung Shin,2,0,0,0,0,0,0,0,0,3.835
Fall 2021,CHEE,6398,1,Research,Karim,Alamgir,0,0,0,0,0,2,0,0,0,0
Fall 2021,CHIN,6382,1,Tales of East Asian Cities,Li,Melody Yunzi,3,0,0,0,0,0,0,0,0,4
Fall 2021,PETR,8598,8,Doctoral Research,Myers,Michael Tolbert,0,0,0,0,0,2,0,0,0,0
Fall 2021,ARCH,6397,3,Sel Tpcs-Arc/Urbn Desgn,Noldt,Peter,0,1,0,0,0,0,0,0,0,3.33
Fall 2021,NURS,6336,1,Mgmt of Hlth Disordrs Clinical,Obulaney,Patricia Anne,0,0,0,0,0,5,0,0,0,0
Fall 2021,CHEE,8399,12,Doctoral Dissertation,Nikolaou,Michael,0,0,0,0,0,1,0,0,0,0
Fall 2021,LAW,6209,1,Health Law Journal,Fowler,Leah Robbins,0,0,0,0,0,0,0,4,0,0
Fall 2021,ECE,8398,31,Doctoral Research,Zouridakis,George,0,0,0,0,0,1,0,0,0,0
Fall 2021,PSYC,6598,9,Special Problems,Leasure,Jennifer Leigh,0,0,0,0,0,1,0,0,0,0
Fall 2021,SPEC,6349,1,Intro to Educ of Gifted/Talent,Hassett,Kristen Spring,1,0,0,0,0,0,0,0,0,4
Fall 2021,GEOL,7998,1,Masters Research,Murphy,Michael,0,0,0,0,0,1,0,0,0,0
Fall 2021,COSC,8399,114,Doctoral Dissertation,Kakadiaris,Ioannis A.,1,0,0,0,0,0,0,0,0,4
Fall 2021,MUSA,4440,4,Applied Trumpet,Walp,Robert McNamee,2,0,0,0,0,0,0,0,0,4
Fall 2021,ARTS,6397,4,Sel Topics/Studio Arts,Barbee,Robert N,1,0,0,0,0,0,0,0,0,4
Fall 2021,ECE,8398,6,Doctoral Research,Chen,Jinghong,0,0,0,0,0,1,0,0,0,0
Fall 2021,BIOE,8699,3,Doctoral Dissertation,Willson,Richard,1,0,0,0,0,0,0,0,0,4
Fall 2021,ECE,8399,4,Doctoral Dissertation,Chen,Ji,0,0,0,0,0,0,0,0,0,0
Fall 2021,SPEC,6390,1,Supervised Exper in Spec Educ,Hassett,Kristen Spring,0,0,0,0,0,1,0,0,0,0
Fall 2021,PCEU,6698,2,Special Problems,Hu,Ming,0,0,0,0,0,1,0,0,0,0
Fall 2021,MARK,7394,1,Business Consulting Lab II,Randazzo,Gary W,2,0,0,0,0,0,0,0,0,4
Fall 2021,WCL,3399,1,Senior Honors Thesis,Al-Sowayel,Dina,1,0,0,0,0,0,0,0,0,4
Fall 2021,CNST,6399,2,Thesis,Senouci,Ahmed,1,0,0,0,0,0,0,0,0,4
Fall 2021,SOCW,7305,5,Evaluation of SW Practice,Rubin,Allen,23,5,0,0,0,0,0,0,0,3.88
Fall 2021,CIVE,8398,9,Doctoral Research,Louie,Stacey M,0,0,0,0,0,3,0,0,0,0
Fall 2021,FINA,6335,2,Managerial Finance,Lopez,John C,0,1,3,0,2,0,0,0,0,1.445
Fall 2021,ELCS,8312,1,Lab of Practice-Res Meth Devel,Hawkins,Jacqueline McLean,5,0,0,0,0,0,0,0,0,4
Fall 2021,GEOL,8998,3,Doctoral Research,Wang,Yuxuan,0,0,0,0,0,3,0,0,0,0
Fall 2021,CHEM,6352,1,Orgnc React & Synthesis,May,Jeremy A,0,22,3,0,0,0,0,0,0,2.867
Fall 2021,PSYC,6365,2,Dir Rsch in Dev Cog Beh Neuro,Alward,Beau Andrew,2,0,0,0,0,0,0,0,0,4
Fall 2021,PETR,8598,12,Doctoral Research,Wong,George K,0,0,0,0,0,3,0,0,0,0
Fall 2021,SOCW,7347,1,SW Practice & Interv in School,Jennings,Sheara Williams,22,3,0,0,0,0,0,0,0,3.708
Fall 2021,BIOE,6350,1,Genomic and Proteomic Engr,Wu,Tianfu,27,0,0,0,0,0,0,0,0,4
Fall 2021,POLC,6311,2,Leader and Prof Development,Witt,Lawrence A,7,2,0,0,0,0,0,0,0,3.778
Fall 2021,SOCW,6308,2,Human Diversity & Development,Giraldo-Santiago,Natalia,29,0,0,0,0,0,0,0,0,3.989
Fall 2021,ENGL,7336,1,Methods of Teaching EAL,Duran,Chatwara,8,2,0,0,0,0,0,0,0,3.8
Fall 2021,BIOL,1308,1,Biology for Non-Science Majors,Ibrahim,Abdalla Zanouny,62,20,12,7,4,0,0,0,3,3.2
Fall 2021,POLS,3311,2,Intro Compar Politics,Cantu,Francisco,18,7,5,1,8,0,0,0,4,2.574
Fall 2021,COSC,1336,4,Computer Science & Program,Biediger,Daniel Edward,44,22,34,3,7,0,0,0,16,2.815
Fall 2021,DANC,3310,1,Dance History I,Valls,Rebecca B,9,6,2,1,0,0,0,0,1,3.149
Fall 2021,CUIN,4331,2,Adolescent Literature,Burren,Roni Leigh,39,0,0,0,0,0,0,0,1,4
Fall 2021,BTEC,3301,30,Genomics/Proteomics & Bioinfo.,Flavier,Albert B,9,14,17,4,3,0,0,0,5,2.377
Fall 2021,PSYC,3350,9,Intro to Cognitive Psychology,Carlos,Brandon J,34,3,2,0,0,0,0,0,1,3.761
Fall 2021,PHYS,1102,5,College Physics II (lab),Wood,Lowell T,2,14,5,1,1,0,0,0,1,2.638
Fall 2021,MECE,4341,1,Mechanical Engr Capstone II,Hammami,Farah,25,35,18,0,0,0,0,0,0,3.031
Fall 2021,CIS,3355,5,Integrated Information Systems,Miertschin,Susan L,5,15,9,0,1,0,0,0,2,2.723
Fall 2021,ENGI,2304,16,Technical Communications,Ellis,Kelly Ann,13,4,1,4,5,0,0,0,3,2.58
Fall 2021,POLS,3372,1,Latino Politics,Casellas,Jason,21,15,1,1,3,0,0,0,2,3.187
Fall 2021,PHYS,3110,1,Sem-Adv Lab Analysis,Forrest,Rebecca L,9,8,4,0,0,0,0,0,0,3.207
Fall 2021,PHCA,8698,3,Doctoral Dissertation Research,Aparasu,Rajender R,0,0,0,0,0,2,0,0,0,0
Fall 2021,PHCA,8298,3,Doctoral Dissertation Research,Aparasu,Rajender R,0,0,0,0,0,3,0,0,0,0
Fall 2021,COMM,6395,1,Comprehensive Examination,Ni,Lan,0,0,0,0,0,1,0,0,0,0
Fall 2021,BIOL,6398,9,Special Problems,Chung,Sanghyuk,0,0,0,0,0,7,0,0,0,0
Fall 2021,MATH,6320,1,Func Real Variable,Nicol,Matthew J.,4,1,0,0,1,0,0,0,0,3.167
Fall 2021,BIOL,6498,7,Special Problems,Meisel,Richard P,0,0,0,0,0,2,0,0,0,0
Fall 2021,LAW,5381,1,Legal Negotiation,Jackson,Dennis,16,27,0,0,0,0,0,1,0,3.426
Fall 2021,SPAN,8699,2,Dissertation,Bencomo,Anadeli,2,0,0,0,0,0,0,0,0,4
Fall 2021,OPTO,8338,1,Recent Developments/Round,Wheat,Joe L,21,10,0,0,0,0,0,0,0,3.677
Fall 2021,CIVE,8399,2,Doctoral Dissertation,Li,Hongyi,0,0,0,0,0,1,0,0,0,0
Fall 2021,ARCH,3500,41,Architecture Design Studio V,Burrow,Robert W,4,3,1,0,0,0,0,0,0,3.21
Fall 2021,HRMA,6352,2,Hospitality Market Analysis,McCaslin,Glynn Randle,4,0,0,0,0,0,0,0,0,4
Fall 2021,LAW,5297,4,Selected Topics,Armstrong,Mark S,2,5,0,0,0,0,0,0,0,3.38
Fall 2021,ARTS,3383,1,Digital Fabrication,Porter,Weston,9,0,0,0,1,0,0,0,0,3.468
Fall 2021,PHYS,2125,4,University Physics Lab I,Wood,Lowell T,0,9,7,0,0,0,0,0,2,2.604
Fall 2021,ENGL,1301,14,First Year Writing I,Murray,Christopher Brean,2,3,0,0,0,0,0,0,0,3.4
Fall 2021,ECE,6331,1,Advanced Telecommunications,Han,Zhu,5,3,0,0,0,0,0,0,0,3.625
Fall 2021,PETR,8399,7,Doctoral Dissertation,Lee,Kyung Jae,0,0,0,0,0,2,0,0,0,0
Fall 2021,GERM,3333,1,Ger Conversatn&Composit,Kleinheider,Julia D,1,3,1,0,0,0,0,0,1,3.066
Fall 2021,COSC,8399,127,Doctoral Dissertation,Subhlok,Jaspal,0,0,0,0,0,1,0,0,0,0
Fall 2021,ANTH,6392,1,Research Practicum I,Storey,Rebecca,1,0,0,0,0,0,0,0,0,3.67
Fall 2021,HON,4399,4,Senior Honors Thesis,Ogunrinde,Joyce,1,0,0,0,0,0,0,0,0,3.67
Fall 2021,FINA,7397,5,Selected Topics in Finance,Smith III,Edwin A,1,1,0,0,0,0,0,0,0,3.665
Fall 2021,MUSI,6388,1,Piano Literature,Staupe,Andrew Paul,4,0,0,0,0,0,0,0,1,4
Fall 2021,NUTR,2332,7,Intro To Human Nutrition,Alastuey,Lisa L,18,21,4,1,3,0,0,0,2,2.98
Fall 2021,EDUC,3101,1,Practicum for Preservice Tchrs,Thompson,Amber M,118,7,1,0,5,0,0,0,2,3.746
Fall 2021,BIOL,1106,40,Biology for Science Majors I,Medrano,Ana I,23,1,0,0,0,0,0,0,0,3.958
Fall 2021,ENGL,1301,40,First Year Writing I,Kelly,Hannah Elizabeth,15,7,1,1,3,0,0,0,0,3.111
Fall 2021,ELED,4314,4,Mathematics in Elem School I,Cutler,Carrie Sybil,24,2,2,0,1,0,0,0,0,3.667
Fall 2021,HLT,1353,3,Personal Health,Selzer,Lori Michele,45,33,15,5,1,0,0,0,0,3.108
Fall 2021,SGNL,1301,1,Elementary Sign Language I,Brittain,Robyn Michelle,2,3,8,1,4,0,0,0,3,1.724
Fall 2021,BIOL,1197,1,Selected Topics in Biology,Ogletree-Hughes,Monique L,20,6,7,2,5,0,0,0,1,2.759
Fall 2021,POLS,3313,4,Intro Internatl Relatns,Shea,Patrick,4,16,10,7,1,0,0,0,3,2.464
