TERM,SUBJECT,CATALOG NBR,CLASS SECTION,CLASS NUMBER,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,UNSATISFACTORY,NOT REPORTED,TOTAL DROPPED,AVG GPA
Summer 2021,MANA,3335,3,14162,Intro Org Behavior and Mgmt,Evans,Klavdia Markelova,33,0,0,0,0,0,0,0,0,3.93
Summer 2021,MARK,7373,1,14590,Business to Business Marketing,Herman,Carl,20,10,0,0,0,0,0,0,0,3.612
Summer 2021,INDS,2355,2,18777,Design History I,Williams,Celeste,10,0,0,0,0,0,0,0,0,3.901
Summer 2021,CHEM,3221,3,10472,Fund of Organic Chem. Lab I,Zaitsev,Vladimir G,5,16,2,0,0,0,0,0,1,3.145
Summer 2021,HRMA,2343,1,14827,Hospitality Cost Controls,Morosan,Cristian,19,9,0,2,1,0,0,0,0,3.419
Summer 2021,ARCH,6602,1,11640,Arch Design/Build Workshop,Peters,Patrick A,6,5,1,0,0,0,0,0,0,3.472
Summer 2021,CHEM,1111,19,16452,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,3,2,1,1,0,0,0,0,2.898
Summer 2021,THEA,6287,2,18788,Acting Styles,Noble,Adam S,1,0,0,0,0,0,0,0,0,4
Summer 2021,LAW,5197,9,18832,Selected Topics,Lawrence,Jim E,0,0,0,0,0,1,0,0,0,0
Summer 2021,ARLD,6398,1,18827,Special Prob in Arts Leadrshp,Fernando,Fleurette S,2,0,0,0,0,0,0,0,0,4
Summer 2021,CHEE,8398,4,11828,Doctoral Research,Balakotaiah,Vemuri,0,0,0,0,0,2,0,0,0,0
Summer 2021,LAW,6300,2,13722,Govt Nonprofit Extshp I,Powers,William,0,0,0,0,0,2,0,0,0,0
Summer 2021,GEOL,1330,2,13687,Physical Geology,Lytwyn,Jennifer N,16,18,25,8,12,0,0,0,7,2.199
Summer 2021,COMM,1301,6,17799,Media and Society,Leydon,Joseph P,26,7,0,0,0,0,0,0,0,3.788
Summer 2021,PSYC,6393,3,15953,Clinical Research Practicum,Vujanovic,Anka Anna,2,0,0,0,0,0,0,0,0,4
Summer 2021,HRMA,6299,1,19516,Professional Paper II,Guchait,Priyanko,1,0,0,0,0,0,0,0,0,4
Summer 2021,LAW,6239,1,18624,Admiralty Envirmnt'l Insurance,Engerrand,Kenneth G,3,7,0,0,0,2,0,0,1,2.75
Summer 2021,HRMA,3361,1,15215,Hospitality Marketing,Johnson,Tucker A,23,3,2,1,2,0,0,0,0,3.409
Summer 2021,SOCW,7323,1,13998,Organizatnl Behavior & Change,Minott,Kenya Rene,27,0,0,0,0,0,0,0,1,3.976
Summer 2021,PHOP,6257,10,15987,Research Practicum B,Bergmanson,Jan Pg,1,0,0,0,0,0,0,0,0,4
Summer 2021,SCLT,4312,30,15773,Inventory & Materials Handling,Blount,James,14,7,2,0,0,0,0,0,0,3.45
Summer 2021,LAW,5407,10,13720,Judicial Externship I,Archer,Anna M,0,0,0,0,0,2,0,0,0,0
Summer 2021,ACCT,3367,4,18726,Intermediate Accounting I,Kuruvilla,Mohan,6,6,6,1,1,0,0,0,5,2.783
Summer 2021,CHEE,8398,2,11826,Doctoral Research,Harold,Michael P,0,0,0,0,0,1,0,0,0,0
Summer 2021,PEP,7393,1,13171,Internship & Practicum,Walsh,David W,3,0,0,0,0,0,0,0,0,4
Summer 2021,TLIM,4341,2,15707,Production & Service Operation,Chance,Michael Dean,12,7,1,1,1,0,0,0,0,3.138
Summer 2021,BIOL,8399,4,19287,Doctoral Dissertation,Liu,Yu,1,0,0,0,0,0,0,0,0,4
Summer 2021,ELED,3320,1,14224,Survey Literature Child Adol,Tyson,Eleanore S,30,5,0,0,0,0,0,0,0,3.801
Summer 2021,CIVE,8598,3,19682,Doctoral Research,Louie,Stacey M,0,0,0,0,0,1,0,0,0,0
Summer 2021,ACCT,4331,4,19455,Federal Income Tax-Individual,Fernandez,Ramon,5,16,5,0,0,0,0,0,0,3.063
Summer 2021,PHLS,8399,9,19501,Doctoral Dissertation,Kim,Han Joe,0,0,0,0,0,3,0,0,0,0
Summer 2021,BIOE,4397,1,18938,Selected Topics,Akay,Yasemin M,7,0,0,0,0,0,0,0,0,3.953
Summer 2021,PHYS,4198,1,15906,Independent Study,Chen,Di,1,0,0,0,0,0,0,0,0,4
Summer 2021,KIN,4690,1,13166,Internship in Sport Admin 1,Walsh,David W,6,0,1,0,0,0,0,0,0,3.761
Summer 2021,HIST,1378,5,18880,The U S Since 1877,Ide,Derek Alan,18,6,3,2,0,0,0,0,0,3.368
Summer 2021,PEP,8399,1,13898,Doctoral Dissertation,Parikh,Pranav J,0,0,0,0,0,1,0,0,0,0
Summer 2021,OPTO,5198,2,19761,Spec Prob Phys Optics,Patel,Ryan,0,0,0,0,0,1,0,0,0,0
Summer 2021,PSYC,7399,4,14212,Masters Thesis,Eisenberger,Robert W,1,0,0,0,0,0,0,0,0,4
Summer 2021,ATP,6301,1,14007,Anatomy,Harrison,Layci,11,5,0,0,2,0,0,0,1,3.278
Summer 2021,HON,4398,2,19794,Independent Study,Rhoden,Brenda,0,0,0,0,0,0,0,0,1,0
Summer 2021,ANTH,6399,1,12787,Masters Thesis,Gordon,Andrew J,0,0,0,0,0,1,0,0,0,0
Summer 2021,ACCT,7397,1,18548,Selected Topics in Accounting,Erdem,Ozer,19,7,0,0,0,0,0,0,1,3.667
Summer 2021,PHAR,5693,1,12974,Advanced Community Pharmacy,Tolleson,Shane Russell,38,0,0,0,0,0,0,0,0,4
Summer 2021,COMD,7383,2,13759,Pediatric SLP Seminar,Ivey,Michelle L,14,0,0,0,0,0,0,0,0,4
Summer 2021,HDCS,4303,1,18744,Merchandising Systems,Gatterson,Beverly,9,4,3,1,3,0,0,0,0,2.651
Summer 2021,SOCW,6293,1,15230,Field Practicum I - Foundation,Parker,Jamie Lynne,0,0,0,0,0,3,0,0,0,0
Summer 2021,ATP,7194,1,14009,Clinical Experience IV,Knoblauch,Mark Alan,5,4,0,0,0,0,0,0,0,3.556
Summer 2021,MARK,4396,1,13735,Marketing Internship,Krishnamurthy,Parthasarathy,0,0,0,0,0,24,0,0,0,0
Summer 2021,PHOP,6457,2,19437,Research Practicum B,Ritchey,Eric R,0,0,0,0,0,1,0,0,0,0
Summer 2021,PHYS,1102,6,15445,General Physics Laboratory II,Maric,Sladjana,2,14,6,1,0,0,0,0,1,2.739
Summer 2021,PSYC,3350,5,15596,Intro to Cognitive Psychology,Forouzan,Shadab,4,4,7,5,0,0,0,0,3,2.466
Summer 2021,MANA,4355,1,13737,Selection and Staffing,Phillips,James S,17,0,3,1,0,0,0,0,0,3.524
Summer 2021,ACCT,4396,1,11128,Accounting Internship,Newman,Michael Ray,0,0,0,0,0,2,0,0,0,0
Summer 2021,OPTO,6250,1,19301,Decision Making:Optometrc Prac,Quintero,Sam,0,0,0,0,0,15,0,0,0,0
Summer 2021,LAW,5600,1,14518,Judicial Externship I,Worrell,Carey Ann,0,0,0,0,0,6,0,0,0,0
Summer 2021,HON,3301,1,13762,Readings in Medicine & Society,Reynolds,Aaron E,17,1,0,0,0,0,0,0,2,3.889
Summer 2021,ART,7398,1,19704,Independent Graduate Study,Meza,Abinadi,1,0,0,0,0,0,0,0,0,4
Summer 2021,BUSI,3300,1,18669,Intro to Personal Finance,Harvey,Danny,20,3,0,2,6,0,0,0,1,2.935
Summer 2021,PHYS,1101,7,16088,General Physics Laboratory I,Maric,Sladjana,4,10,7,0,2,0,0,0,0,2.609
Summer 2021,SPEC,3360,2,15407,Individuals with Disabilities,Carp,Charlotte Lynn,15,3,0,0,0,0,0,0,0,3.833
Summer 2021,INDE,4315,1,14696,Supply Chain Design Management,Wang,Yaping,6,6,1,0,0,0,0,0,0,3.359
Summer 2021,MECE,8398,27,19407,Doctoral Research,Yu,Cunjiang,0,0,0,0,0,1,0,0,0,0
Summer 2021,PHOP,6298,1,19442,Spec Prob-Physio Optics,Walker,Maria Kelly,1,0,0,0,0,0,0,0,0,4
Summer 2021,PHAR,5645,1,14003,Pharmacy Informatics,Ordonez,Nancy D,1,0,0,0,0,0,0,0,0,4
Summer 2021,GENB,5304,1,15284,Business Ethics for Accountant,Newman,William Austin,16,5,0,0,0,0,0,0,0,3.809
Summer 2021,CIVE,8398,1,11994,Doctoral Research,Louie,Stacey M,0,0,0,0,0,1,0,0,0,0
Summer 2021,CHEM,8398,8,11430,Doctoral Research,Brgoch,Jakoah,0,0,0,0,0,1,0,0,0,0
Summer 2021,COMM,1301,2,15561,Media and Society,Leydon,Joseph P,33,4,1,0,0,0,0,0,0,3.851
Summer 2021,ASLI,1301,1,13714,Elementary Amer Sign Lang I,Brittain,Terrell,7,5,4,1,0,0,0,0,4,2.962
Summer 2021,PHAR,5675,1,12962,Disease State Management,Tolleson,Shane Russell,21,6,0,0,0,0,0,0,0,3.778
Summer 2021,LAW,5197,11,18834,Selected Topics,Lawrence,Jim E,0,0,0,0,0,1,0,0,0,0
Summer 2021,PSYC,8399,9,14287,Doctoral Dissertation,Walker,Rheeda L,1,0,0,0,0,0,0,0,0,4
Summer 2021,BIOL,1134,5,13318,Hum Anat Physiol Lab I,Gill,Tejendra,5,12,2,1,1,0,0,0,3,2.873
Summer 2021,ENGL,3301,1,14684,Intro To Literary Studies,Murray,Christopher Brean,18,2,3,0,1,0,0,0,0,3.404
Summer 2021,ENGL,1304,13,16017,First Year Writing II,Downey,Carlton M,20,0,0,0,1,0,0,0,1,3.747
Summer 2021,GEOL,8398,11,19415,Doctoral Research,Wellner,Julia S,0,0,0,0,0,1,0,0,0,0
Summer 2021,CHEM,6398,1,11332,Special Problems,May,Jeremy A,0,0,0,0,0,4,0,0,0,0
Summer 2021,PHAR,5668,1,12958,Managed Care Pharmacy,Tolleson,Shane Russell,1,1,0,0,0,0,0,0,0,3.5
Summer 2021,LAW,6500,1,14308,Govt Nonprofit Extshp II,Van Arsdel,Kristina G,0,0,0,0,0,1,0,0,0,0
Summer 2021,MECE,6368,2,19718,Mechanical Design Proj,Liu,Dong,0,1,0,0,0,0,0,0,0,3.33
Summer 2021,SOCW,8336,1,14581,Research Internship I,Berger Cardoso,Jodi A,5,0,0,0,0,0,0,0,0,3.934
Summer 2021,SPAN,3307,1,15205,Public Speaking in Spanish,Aguilar,Jacqueline,19,0,0,0,1,0,0,0,0,3.8
Summer 2021,CIVE,7397,2,18895,Selected Topics,Vipulanandan,Cumaraswamy,17,0,0,0,0,0,0,0,0,3.981
Summer 2021,MECE,5388,1,14620,Intelligent Structural Systems,Song,Gangbing,9,19,6,0,0,0,0,0,4,3.069
Summer 2021,DAN,2307,2,15312,Introduction to Dance,Bobet,Jacqueline A,7,8,4,0,3,0,0,0,3,2.697
Summer 2021,CIVE,6398,1,18854,Research,Kalliontzis,Dimitrios,0,0,0,0,0,0,1,0,0,0
Summer 2021,CHEM,8399,15,11451,Doctoral Dissertation,Yang,Ding-Shyue,0,0,0,0,0,1,0,0,0,0
Summer 2021,LAW,5470,1,12997,Innocence Investigations,Jeu Tebbano,Cassandra,1,2,0,0,0,0,0,0,0,3.333
Summer 2021,BIOL,6398,35,19466,Special Problems,Warner,Margaret,0,0,0,0,0,1,0,0,0,0
Summer 2021,CUST,8378,1,18651,Current Issues in Educ,Bronkema,Ryan,11,0,0,0,0,0,0,0,0,4
Summer 2021,ECE,3331,1,13730,Program Appl in Elec Comp Engr,Hebert,Thomas James,4,4,1,0,0,0,0,0,0,3.26
Summer 2021,JWST,2372,1,18520,The Bible & Modern Pop Culture,Tamber-Rosenau,Caryn M,3,2,0,1,0,0,0,0,0,3.112
Summer 2021,CHEM,1112,7,11601,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,6,1,0,5,0,0,0,2,2.411
Summer 2021,ACCT,4198,1,15200,Independent Study,Newman,Michael Ray,1,0,0,0,0,0,0,0,0,4
Summer 2021,GENB,7397,1,16741,Selected Topics,Miljanic,Andra Olivia,17,0,0,0,0,0,0,0,0,4
Summer 2021,INDE,7397,1,19764,Selected Topics,Khator,Suresh K,0,1,0,0,0,0,0,0,0,3.33
Summer 2021,PETR,8399,4,14894,Doctoral Dissertation,Hathon,Lori A,1,0,0,0,0,0,0,0,0,4
Summer 2021,PHOP,6557,3,19840,Research Practicum B,Twa,Michael D,1,0,0,0,0,0,0,0,0,4
Summer 2021,PHYS,8398,20,10851,Doctoral Research,Meier,Mark Albert,0,0,0,0,0,1,0,0,0,0
Summer 2021,ELCS,6330,2,18570,Finance & School-Based Budgtng,Butcher,Keith,20,0,0,0,0,0,0,0,0,4
Summer 2021,COSC,3340,101,15887,Intro. to Automata and Comp.,Singh,Raj Kumar,68,12,1,1,1,0,0,0,0,3.747
Summer 2021,LAW,5228,2,14549,Judicial Externship I,Powers,William,0,0,0,0,0,3,0,0,0,0
Summer 2021,ENTR,4398,1,19633,Independent Study,Cook,David B,0,1,0,0,0,0,0,0,0,3.33
Summer 2021,CHEM,8399,8,11445,Doctoral Dissertation,Lubchenko,Vassiliy,0,0,0,0,0,1,0,0,0,0
Summer 2021,PHAR,5681,3,12967,Infectious Diseases,Garey,Kevin W,2,0,0,0,0,0,0,0,0,4
Summer 2021,HLT,3325,3,16164,Medical Terminology,Burk,Kelly Ann,23,5,1,0,0,0,0,0,0,3.736
Summer 2021,SCM,4311,1,16092,Project Management,Wayhan,Victor Brian,62,3,2,0,0,0,0,0,5,3.827
Summer 2021,POLS,6399,1,13654,Masters Thesis,Clifford,Scott,0,0,0,0,0,1,0,0,0,0
Summer 2021,PCEU,6398,1,19541,Special Problems,Liu,Xinli,1,0,0,0,0,0,0,0,0,4
Summer 2021,ENGL,1304,12,16016,First Year Writing II,Rolater,Sara C,5,4,2,0,4,0,0,0,3,2.356
Summer 2021,PHYS,8398,23,10853,Doctoral Research,Morrison,Gregory C,0,0,0,0,0,3,0,0,0,0
Summer 2021,LAW,5199,13,15272,Special Problems,Vetter,Greg R,0,0,0,0,0,1,0,0,0,0
Summer 2021,PHLS,8398,4,19135,Special Problems,Gonzalez,Jorge E,1,0,0,0,0,0,0,0,0,4
Summer 2021,PHOP,8699,2,19139,Doctoral Dissertation,Marsack,Jason,1,0,0,0,0,0,0,0,0,4
Summer 2021,MATH,1314,1,12900,Calc for Bus/Life Sciences,Constante,Beatrice,13,6,5,1,7,0,0,0,2,2.521
Summer 2021,COMM,4365,2,14817,Digital PR and Advertising,Choi,Ho Joon,15,7,3,0,0,0,0,0,0,3.401
Summer 2021,PHLS,7301,5,18847,Practicum,Stulmaker,Hayley Lurie,0,0,0,0,0,5,0,0,0,0
Summer 2021,COMD,7392,1,12799,Adv Pract Sp & Lang Dis,Blake,Margaret T,1,0,0,0,0,0,0,0,0,4
Summer 2021,CHEM,1331,1,14905,Fundamentals of Chemistry,Czader,Arkadiusz,4,13,17,16,43,0,0,0,8,1.094
Summer 2021,LAW,6355,2,13724,Govt Nonprofit Extshp II,Hancock,Amy Sladczyk,0,0,0,0,0,2,0,0,0,0
Summer 2021,PSYC,7393,2,15534,Field Practicum in Psychology,Vincent,John P,0,0,0,0,0,2,0,0,0,0
Summer 2021,MATH,2311,3,15227,Intro To Prob & Statistics,Caputo,Matthew G,4,9,10,2,5,0,0,0,0,2.123
Summer 2021,FINA,3332,2,16052,Prin of Financial Management,Boles,Dan,57,64,13,4,2,0,0,0,4,3.16
Summer 2021,SOCW,7347,1,15631,SW Practice & Interv in School,Leger,Jan Ellen,22,3,0,0,1,0,0,0,0,3.629
Summer 2021,ECE,6198,1,12066,Research,Faghih,Rose T,0,0,0,0,0,1,0,0,0,0
Summer 2021,THEA,6384,2,18810,Directing,Cook,Rena R,1,0,0,0,0,0,0,0,0,4
Summer 2021,COMM,2310,1,14104,Writing for Print and Digital,Crixell,Charles A,2,5,7,0,0,0,0,0,1,2.737
Summer 2021,MATH,8398,7,15429,Doctoral Research,Haynes,Alan K,0,0,0,0,0,3,0,0,0,0
Summer 2021,KIN,1352,3,13732,"Foundations of KIN, HLT, FIT",Gray,Jon Phillip,86,10,1,1,0,0,0,0,0,3.84
Summer 2021,CIVE,8598,2,19668,Doctoral Research,Shaffer,Devin,0,0,0,0,0,1,0,0,0,0
Summer 2021,HRMA,2160,1,13969,Professional Development,Doudna,Simone P,22,8,0,0,2,0,0,0,3,3.572
Summer 2021,CHEM,8398,16,11437,Doctoral Research,May,Jeremy A,0,0,0,0,0,2,0,0,0,0
Summer 2021,COMM,3369,1,17889,Strategic Comm. Writing,Emery II,Philip M,15,3,1,0,0,0,0,0,0,3.702
Summer 2021,OPTO,7150,1,12942,Developmental Optometry,Dempsey,Robert L.,55,36,2,0,0,0,0,0,0,3.524
Summer 2021,COSC,8398,114,15801,Doctoral Research,Kakadiaris,Ioannis A.,0,0,0,0,0,2,0,0,0,0
Summer 2021,PSYC,7393,1,14466,Field Practicum in Psychology,Vincent,John P,0,0,0,0,0,12,0,0,0,0
Summer 2021,ECE,8498,2,12454,Doctoral Research,Nguyen,Hien V,0,0,0,0,0,1,0,0,0,0
Summer 2021,HRMA,6191,1,14584,Project Development,Ramirez,Arlene D,0,0,0,0,0,12,1,0,0,0
Summer 2021,COMD,7391,16,16269,Clinic in Speech Lang Disorder,Sims,Frankie B,2,0,0,0,0,0,0,0,0,3.67
Summer 2021,GENB,7303,2,15285,Prof Accounting Communication,Newman,Michael Ray,23,0,1,0,0,0,0,0,0,3.903
Summer 2021,ELCS,8695,2,18584,Doctoral Thesis,Davis,Bradley,0,0,0,0,0,1,0,0,0,0
Summer 2021,CNST,3185,1,15037,Construction Experience,Eldin,Neil N,20,1,2,2,3,0,0,0,0,3.179
Summer 2021,SPEC,8391,2,18649,Leadership Coaching,McCormick,Marina,9,3,0,0,0,0,0,0,0,3.723
Summer 2021,LAW,6355,3,13725,Govt Nonprofit Extshp II,Van Arsdel,Kristina G,0,0,0,0,0,1,0,0,0,0
Summer 2021,CIS,2336,1,18728,Internet Application Developmt,Faiyaz,Sajida,9,5,3,0,2,0,0,0,2,2.983
Summer 2021,BIOL,1162,3,11267,Intro To Biol Science Lab 2,Hanke,Marc H,8,8,1,0,1,0,0,0,2,3.259
Summer 2021,MECE,4398,1,19743,Independent Study,Liu,Dong,1,0,0,0,0,0,0,0,0,4
Summer 2021,OPTO,5298,3,19298,Spec Prob Phys Optics,Dempsey,Robert L.,0,0,0,0,0,8,0,0,0,0
Summer 2021,PHOP,6157,4,16221,Research Practicum B,Coates,Daniel R,1,0,0,0,0,0,0,0,0,3.67
Summer 2021,POLS,1336,3,15287,US and Texas Const/Politics,Abbott Jr,Kenneth Wayne,6,14,5,2,0,0,0,0,4,2.828
Summer 2021,BIOL,4398,1,19629,Independent Study,Tejada-Simon,Maria Victoria,2,0,0,0,0,0,0,0,0,4
Summer 2021,MIS,4477,1,14180,Network & Security Infrastruct,Messinger,Jacob Nelson,23,6,1,0,0,0,0,0,0,3.689
Summer 2021,THEA,1331,2,14932,Introduction To Theatre,Young,Courtney Leigh,16,4,3,3,4,0,0,0,0,2.789
Summer 2021,LAW,6355,2,13724,Govt Nonprofit Extshp II,Powers,William,0,0,0,0,0,2,0,0,0,0
Summer 2021,HON,4355,1,18941,Engaged Data,Konstantinidis,Ioannis,4,0,0,0,0,0,0,0,0,4
Summer 2021,PSYC,2350,2,18707,Child Development,Harlan,Pamela Kay,4,13,8,1,3,0,0,0,0,2.483
Summer 2021,SPEC,7391,1,15210,Collab Consulting & Coaching,Carp,Charlotte Lynn,14,2,0,0,0,0,0,0,0,3.875
Summer 2021,PSYC,3339,2,18690,Intro To Clinical Psychology,Zegel,Maya,44,9,0,0,0,0,0,0,0,3.793
Summer 2021,ARCH,6303,3,18949,Visual Studies III,Logan,Jason,2,3,0,0,0,0,0,0,0,3.268
Summer 2021,ENGL,1304,8,15914,First Year Writing II,Salome,Melanie Rebecca,3,5,1,1,4,0,0,0,0,2.143
Summer 2021,MANA,3335,4,15292,Intro Org Behavior and Mgmt,Currie,Daniel David,90,7,0,1,0,0,0,0,0,3.888
Summer 2021,GEOL,7333,1,17935,Seismic Wave & Ray Theory,Thomsen,Leon A,0,2,0,0,0,0,0,0,0,3.33
Summer 2021,LAW,6217,1,15269,Negotia & Creative Prblm Slvng,Kelly,Tara Kay,2,4,0,0,0,1,0,0,0,2.904
Summer 2021,PSYC,7399,5,14225,Masters Thesis,Medina PhD,Luis Daniel,0,0,0,0,0,1,0,0,0,0
Summer 2021,CHEM,3221,2,10471,Fund of Organic Chem. Lab I,Zaitsev,Vladimir G,6,11,3,0,1,0,0,0,3,2.906
Summer 2021,PSYC,3310,1,14158,Indstrl-Orgnztnl Psy,Van Egdom,Drake Alexander,17,8,9,0,0,0,0,0,1,3.284
Summer 2021,SPEC,7394,1,18645,Diagnostician Internship I,Hassett,Kristen Spring,0,0,0,0,0,1,0,0,0,0
Summer 2021,PHIL,3375,1,18668,"Law, Society & Morality",Babb,Matthew W,13,10,2,1,1,0,0,0,1,3.186
Summer 2021,SPEC,6353,1,15209,Technology in Special Pops,Goodrich,Elizabeth A,5,1,0,0,0,0,0,0,1,3.723
Summer 2021,LAW,5123,1,19029,Civil Practice Clinic II,McManus,Diane M,0,1,0,0,0,0,0,0,0,3
Summer 2021,NUTR,6312,1,15751,Capstone II,Haubrick,Kevin,2,1,0,0,0,0,0,0,0,3.337
Summer 2021,SOCW,7339,2,15262,Prof. Grant Writing for SW,Stagg,Helen Ruth,28,0,0,0,0,0,0,0,0,3.882
Summer 2021,CHEM,8398,18,11438,Doctoral Research,Harth,Eva M,0,0,0,0,0,5,0,0,0,0
Summer 2021,HRD,3350,1,14825,Workforce Diversity and Global,Polesello,Daiane,24,1,0,1,2,0,0,0,0,3.571
Summer 2021,OPTO,5198,5,19793,Spec Prob Phys Optics,Richdale,Kathryn L,0,0,0,0,0,3,0,0,0,0
Summer 2021,ELCS,8395,4,18578,Doctoral Thesis,Johnson PhD,Detra DeVerne,0,0,0,0,0,2,0,0,0,0
Summer 2021,CHEM,8399,14,11450,Doctoral Dissertation,May,Jeremy A,1,0,0,0,0,0,0,0,0,3.67
Summer 2021,ECON,4390,3,14475,Economics Internship,Clarke,Christopher Arthur,2,1,0,0,0,0,0,0,0,3.557
Summer 2021,CHEM,1112,15,14756,Fundamentals of Chm Lab,Zaitsev,Vladimir G,8,6,2,0,1,0,0,0,1,3.176
Summer 2021,COMM,3317,2,17829,Multimedia Journalism,Madrid-Morales,Daniel,14,1,2,0,0,0,0,0,2,3.686
Summer 2021,CUIN,2320,1,15216,Math for Elem and MS Teachers,Burris,Justin T,30,6,1,1,0,0,0,0,0,3.676
Summer 2021,BIOL,1144,2,13504,Hum Anat Physiol Lab II,Gill,Tejendra,9,11,2,0,2,0,0,0,0,2.959
Summer 2021,BIOL,8398,13,19225,Doctoral Research,Meisel,Richard P,0,0,0,0,0,1,0,0,0,0
Summer 2021,KIN,4302,1,15760,Fitness and Human Sexuality,Alastuey,Lisa L,20,12,16,6,0,0,0,0,2,2.827
Summer 2021,PHLS,6335,1,18849,Intro To Grp Couns Thry,Whitaker,Rachael Gwin,8,1,0,0,0,0,0,0,0,3.926
Summer 2021,BIOE,6343,1,15929,Global Healthcare,Akay,Yasemin M,12,0,0,0,0,0,0,0,0,3.918
Summer 2021,CHEM,1112,12,13807,Fundamentals of Chm Lab,Zaitsev,Vladimir G,9,2,2,2,3,0,0,0,2,2.667
Summer 2021,ENGL,6698,1,16419,Research,Wood,Barry Albert,0,0,0,0,0,1,0,0,0,0
Summer 2021,CHEE,5397,1,18906,Selected Topics,Kaushik,Krishna R,4,2,0,0,0,0,0,0,1,3.502
Summer 2021,ACCT,4330,1,13522,Advanced Accounting,Ramaswamy,Vinita,2,2,0,0,0,0,0,0,0,3.665
Summer 2021,CHEM,1111,6,10469,Fundamentals of Chm Lab,Zaitsev,Vladimir G,7,6,2,3,0,0,0,0,0,2.871
Summer 2021,PSYC,6398,9,14409,Independent Studies,Leasure,Jennifer Leigh,0,0,0,0,0,1,0,0,0,0
Summer 2021,PHAR,5457,1,15732,Institutional IPPE,Hatfield,Catherine L,62,3,0,0,0,0,0,0,0,3.954
Summer 2021,CHEM,3221,5,16454,Fund of Organic Chem. Lab I,Zaitsev,Vladimir G,7,11,2,0,0,0,0,0,1,3.25
Summer 2021,CNST,3372,1,15182,Soil Mechanics & Foundations,Meyer,Joseph Ray,20,21,7,0,1,0,0,0,0,3.231
Summer 2021,LAW,6300,2,13722,Govt Nonprofit Extshp I,Van Arsdel,Kristina G,0,0,0,0,0,2,0,0,0,0
Summer 2021,OPTO,8991,1,12948,Community Health Clinic,Herring,Ralph Jay,0,0,0,0,0,61,0,0,0,0
Summer 2021,FINA,7361,2,18766,Risk Management,Hogan,Kenneth David,20,0,0,0,0,0,0,0,0,4
Summer 2021,ACCT,4335,2,14067,Financial Statement Auditing,Zhao,Yuping,12,10,3,1,0,0,0,0,0,3.269
Summer 2021,ECE,3155,2,15908,Electronics Laboratory,Ruchhoeft,Paul,2,3,2,0,0,0,0,0,2,3.047
Summer 2021,NUTR,4312,1,13992,Nutrition Assessmnt & Planning,Ferrell,Carla Denise,11,21,8,6,1,0,0,0,2,2.689
Summer 2021,POLS,3310,2,14838,Intro to Political Theory,Lund,Peter S,13,6,0,0,6,0,0,0,3,2.747
Summer 2021,CUIN,7389,1,18714,Digital Media,Dogan,Bulent,27,1,0,0,0,0,0,0,0,3.941
Summer 2021,CUIN,8690,2,15064,Doctoral Thesis,Hutchison,Laveria F,6,0,0,0,0,0,0,0,0,4
Summer 2021,PHYS,1101,6,15444,General Physics Laboratory I,Maric,Sladjana,1,14,6,1,1,0,0,0,0,2.608
Summer 2021,PSYC,7393,4,19860,Field Practicum in Psychology,Hernandez,Arturo E,1,0,0,0,0,0,0,0,0,4
Summer 2021,TLIM,4372,1,15715,Proposal and Project Writing,Barnwell,Tracy,7,4,1,0,4,0,0,0,0,2.687
Summer 2021,PHOP,6372,1,12950,Experimental Quant in VS,Benoit,Julia S,5,5,0,0,0,0,0,0,0,3.5
Summer 2021,CHEM,6398,8,11338,Special Problems,Baldelli,Steve,0,0,0,0,0,1,0,0,0,0
Summer 2021,PHOP,8299,1,19119,Doctoral Dissertation,Das,Vallabh E,1,0,0,0,0,0,0,0,0,4
Summer 2021,BIOE,6349,1,18721,Biomedical Microdevices,Majd,Sheereen,9,2,0,0,0,0,0,0,0,3.758
Summer 2021,ELCS,6310,1,15548,Strategic Engagement,Stephens,Adam Joshua,17,1,0,0,0,0,0,0,0,3.926
Summer 2021,CUIN,7305,3,18713,"Design,Dev & Eval Presentation",McNeil,Sara G,18,0,0,0,1,0,0,0,0,3.789
Summer 2021,CIVE,8399,3,19641,Doctoral Dissertation,Lee,Hyongki,1,0,0,0,0,0,0,0,0,4
Summer 2021,SPAN,2302,6,11203,Intermediate Spanish II,Gonzalez Torres,Leonardo Elian Maximiliano Ilo,6,4,5,0,1,0,0,0,0,2.875
Summer 2021,MARK,4398,1,19853,Independent Study,Koch,Steven F.,1,0,0,0,0,0,0,0,0,4
Summer 2021,PHOP,6557,2,19133,Research Practicum B,Coates,Daniel R,1,0,0,0,0,0,0,0,0,4
Summer 2021,ENGL,1303,4,14938,First Year Writing I,Ely,Blaine,11,5,1,0,5,0,0,0,2,2.743
Summer 2021,SOCW,7371,1,14856,Trauma & SW,Parks,Steven Lee,21,6,0,0,0,0,0,0,0,3.717
Summer 2021,PHLS,8699,2,19168,Doctoral Dissertation,Arbona,Consuelo,1,0,0,0,0,0,0,0,0,4
Summer 2021,PHLS,8366,1,14604,"Assmt Child/Adol Aff, Beh, Per",Kahn,David Andrew,7,0,0,0,0,0,0,0,0,4
Summer 2021,WGSS,2350,3,16394,Intro To Women's Studies,Fernandes,Bridget Yvonne Diggs,18,0,1,0,0,0,0,0,0,3.86
