TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,TOTAL DROPPED,AVG GPA
Spring 2020,ITEC,1301,4,Intro To Computer Appl Tech,Roberts,Phyllis Rayburn,24,5,3,0,0,11,5,2.366
Spring 2020,ITEC,1301,2,Intro To Computer Appl Tech,Golovko,Anastasia,28,13,0,0,0,9,1,2.691
Spring 2020,ITEC,1301,1,Intro To Computer Appl Tech,Golovko,Anastasia,35,8,1,0,0,3,0,2.888
Spring 2020,JPNS,1502,3,Elementary Japanese II,Suzuki,Mamiko,17,1,0,0,0,0,0,3.633
Spring 2020,JPNS,2302,1,Intermediate Japanese II,Suzuki,Mamiko,26,0,0,0,0,0,0,4
Spring 2020,JPNS,1502,1,Elementary Japanese II,Suzuki,Mamiko,26,2,0,0,0,0,0,3.87
Spring 2020,JWST,3380,1,American Jewish Culture,Weiss,Kenneth Scott,8,7,1,0,0,1,0,3.074
Spring 2020,JWST,2372,1,The Bible & Modern Pop Culture,Tamber-Rosenau,Caryn M,9,4,0,0,0,1,0,3.134
Spring 2020,KIN,3303,1,Sports Communication,Walsh,David W,4,23,1,0,0,4,2,2.686
Spring 2020,KIN,4390,1,Internship in PE,Betts,Randi Jill,10,2,0,0,0,0,0,3.861
Spring 2020,KIN,4360,1,Adaptive Athletics Management,Cottingham,Michael,11,0,0,0,0,0,0,3.97
Spring 2020,KIN,3306,4,Physiology-Human Performance,Hamilton,Marc,11,31,7,0,0,34,4,1.805
Spring 2020,KIN,3309,1,Biomechanics,Cox,Lauren Irene,12,13,2,0,0,12,0,2.234
Spring 2020,KIN,3360,1,Professional Prep for Sp Admin,Pearson,Demetrius W,14,18,3,0,0,21,0,1.949
Spring 2020,KIN,3325,1,Sports Therapy/Athletic Trng,Houston,John D,16,1,0,0,0,0,0,3.941
Spring 2020,KIN,4355,1,Adm of Sport & Phys Activity,Walsh,David W,16,31,5,0,0,10,0,2.715
Spring 2020,KIN,4301,1,Workplace Wellness,Breslin,Whitney L,17,18,1,0,0,5,0,2.882
Spring 2020,KIN,3305,2,Sport Sociology,Ogunrinde,Joyce,18,23,3,0,0,9,1,2.759
Spring 2020,KIN,4340,1,Sport Governance,Walsh,David W,18,30,1,0,0,6,0,2.905
Spring 2020,KIN,3370,1,Sport Facility Management,Lee,Myungwoo,22,12,1,0,0,8,0,2.841
Spring 2020,KIN,4190,1,Sport Administration Seminar,Walsh,David W,23,2,0,0,0,3,1,2.99
Spring 2020,KIN,4690,1,Internship in Sport Admin 1,Walsh,David W,23,3,0,0,0,0,0,3.885
Spring 2020,KIN,3306,4,Physiology-Human Performance,Park,Yoonjung,24,15,0,0,0,18,0,2.35
Spring 2020,KIN,4691,1,Internship in Sport Admin 2,Walsh,David W,25,2,0,0,0,0,0,3.914
Spring 2020,KIN,4365,1,Legal/Ethical Aspects of Sport,Cottingham,Michael,27,8,1,0,0,15,1,2.485
Spring 2020,KIN,1352,9,"Foundations of KIN, HLT, FIT",Gray,Jon Phillip,29,4,1,0,0,4,0,3.333
Spring 2020,KIN,3304,2,Human Structure & Phys Perform,LaVoy,Emily Claire-Pyle,29,15,2,0,0,13,1,2.713
Spring 2020,KIN,3309,4,Biomechanics,Arellano,Christopher,29,20,3,0,0,9,1,2.93
Spring 2020,KIN,4350,1,Sport Marketing,Lee,Dong Hun,29,21,2,0,0,17,0,2.623
Spring 2020,KIN,4303,1,The Obesity Epidemic,Alastuey,Lisa L,32,16,2,0,0,5,2,2.989
Spring 2020,KIN,4310,2,Measurement Tech Human Perf,Parikh,Pranav J,34,5,0,0,0,0,1,3.728
Spring 2020,KIN,4315,1,Motor Learning and Control,Layne,Charles S,36,74,10,0,0,45,1,2.327
Spring 2020,KIN,1352,14,"Foundations of KIN, HLT, FIT",Gray,Jon Phillip,40,3,2,0,0,3,0,3.544
Spring 2020,KIN,3309,2,Biomechanics,Lee,Beom Chan,40,72,12,0,0,30,3,2.615
Spring 2020,KIN,1352,13,"Foundations of KIN, HLT, FIT",Gray,Jon Phillip,42,5,0,0,0,2,0,3.714
Spring 2020,KIN,1352,12,"Foundations of KIN, HLT, FIT",Gray,Jon Phillip,44,3,0,0,0,2,0,3.762
Spring 2020,KIN,1352,11,"Foundations of KIN, HLT, FIT",Gray,Jon Phillip,44,3,0,0,0,2,0,3.776
Spring 2020,KIN,1352,16,"Foundations of KIN, HLT, FIT",Gray,Jon Phillip,44,4,0,0,0,1,1,3.823
Spring 2020,KIN,1352,17,"Foundations of KIN, HLT, FIT",Gray,Jon Phillip,46,3,0,0,0,0,1,3.898
Spring 2020,KIN,1352,8,"Foundations of KIN, HLT, FIT",Gray,Jon Phillip,47,3,0,0,0,0,0,3.933
Spring 2020,KIN,3306,5,Physiology-Human Performance,Breslin,Whitney L,52,66,10,0,0,25,2,2.847
Spring 2020,KIN,1352,10,"Foundations of KIN, HLT, FIT",Gray,Jon Phillip,62,4,0,0,0,4,0,3.705
Spring 2020,KIN,4310,1,Measurement Tech Human Perf,Thrasher,Timothy Adam,64,73,14,0,0,64,3,2.082
Spring 2020,KIN,4370,1,Exercise Testing,Markofski,Melissa,67,69,3,0,0,18,0,3.051
Spring 2020,KIN,3304,1,Human Structure & Phys Perform,Breslin,Whitney L,70,63,3,0,0,18,1,3.109
Spring 2020,KIN,1304,7,Public Hlt Issues in Phys/Obes,Graham,Marilynn Hadassah,75,13,0,0,0,7,0,3.483
Spring 2020,KIN,1304,6,Public Hlt Issues in Phys/Obes,Graham,Marilynn Hadassah,76,15,3,0,0,3,0,3.58
Spring 2020,KIN,3301,1,Design/Eval Phys Activity Prog,Gray,Jon Phillip,78,9,1,0,0,1,1,3.802
Spring 2020,KIN,4300,1,Phys Activity in Older Adults,Alastuey,Lisa L,80,14,3,0,0,1,1,3.671
Spring 2020,KIN,3305,1,Sport Sociology,Yu,Hoyeol,159,27,2,0,0,16,3,3.384
Spring 2020,KIN,1304,5,Public Hlt Issues in Phys/Obes,Graham,Marilynn Hadassah,194,30,3,0,0,11,1,3.55
Spring 2020,KIN,1304,4,Public Hlt Issues in Phys/Obes,Graham,Marilynn Hadassah,208,17,3,0,0,11,3,3.568
Spring 2020,KIN,1304,1,Public Hlt Issues in Phys/Obes,Graham,Marilynn Hadassah,216,17,3,0,0,12,2,3.669
Spring 2020,KIN,1304,3,Public Hlt Issues in Phys/Obes,Graham,Marilynn Hadassah,217,23,2,0,0,7,1,3.756
Spring 2020,KIN,1304,2,Public Hlt Issues in Phys/Obes,Breslin,Whitney L,221,11,1,1,7,0,2,3.832
Spring 2020,KIN,3350,1,Psych Aspects Sport Exercise,Gray,Jon Phillip,240,9,0,0,0,0,0,3.933
Spring 2020,LATN,1302,3,Elementary Latin II,Due Hackney,Casey L,8,3,1,0,0,0,0,3.638
Spring 2020,LATN,1302,3,Elementary Latin II,Houlihan,James W,8,3,1,0,0,0,0,3.638
Spring 2020,LATN,2302,1,Intermediate Latin,Armstrong,Richard H,11,6,0,0,0,1,0,3.1
Spring 2020,LAW,5297,1,Selected Topics,Engerrand,Kenneth G,2,11,0,0,0,0,0,3.154
Spring 2020,LAW,5279,1,Texas Consumer Law,Alderman,Richard M,10,32,5,0,0,0,0,3.141
Spring 2020,LAW,6223,1,Drafng & Negotng Int'l Oil Gas,Nadorff,Norman J,13,16,6,0,0,0,0,3.181
Spring 2020,MANA,   7A49,1,Managerial Decision Making,Carlin,Barbara A,9,3,3,0,0,0,0,3.422
Spring 2020,MANA,6383,1,Strategic Managment,Vera,Dusya M,11,0,0,0,0,0,0,3.94
Spring 2020,MANA,7397,2,Selected Topics in Management,Witt,Lawrence A,11,0,0,0,0,0,0,4
Spring 2020,MANA,   6A25,2,Ethical Leadrshp & Crit Reason,Carlin,Barbara A,12,5,0,0,0,0,0,3.706
Spring 2020,MANA,7353,2,Regional Issues in Global Mgmt,Werner,Steve,13,1,0,0,0,0,0,3.905
Spring 2020,MANA,7340,1,Management of High Tech Org.,Keller,Robert T,13,1,0,0,0,0,0,3.858
Spring 2020,MANA,6310,1,Fundamentals of Business,Celly,Nikhil,14,4,0,0,0,1,0,1.7
Spring 2020,MANA,   6A32,1,Organizational Behavior & Mgt,Rude,Dale,15,12,1,0,0,0,0,3.488
Spring 2020,MANA,7397,1,Selected Topics in Management,Sebastijanovic,Marina,16,0,0,0,0,0,0,3.918
Spring 2020,MANA,7351,1,Mgt of  Global Organizations,Keller,Robert T,16,1,0,0,0,0,0,3.825
Spring 2020,MANA,4336,1,Legal Environment of Mgt,Krylova,Ksenia O,17,18,1,0,0,14,0,2.513
Spring 2020,MANA,7397,4,Selected Topics in Management,Abbott,Jeanna L,18,4,1,0,0,0,0,3.71
Spring 2020,MANA,4397,1,Selected Topics in Mana,Hofmeister,John,18,7,1,0,0,4,1,3.178
Spring 2020,MANA,7356,1,Diversity Management,Walker,William A,19,0,0,0,0,0,0,4
Spring 2020,MANA,7332,1,Effective Negotiating,Miller,Carl Chet,19,17,0,0,0,3,0,3.134
Spring 2020,MANA,4338,1,Performance Management Systems,Bozeman,Dennis,20,20,1,0,0,8,1,2.972
Spring 2020,MANA,3335,1,Intro Org Behavior and Mgmt,Cullen-Lester,Kristin L,22,1,0,0,0,1,0,3.764
Spring 2020,MANA,7336,1,Human Resource Management,Bozeman,Dennis,23,8,0,0,0,4,0,2.895
Spring 2020,MANA,3335,13,Intro Org Behavior and Mgmt,Kim,Jaewoo,24,28,3,0,0,11,0,2.813
Spring 2020,MANA,4330,3,Intro To Human Resource Mgmt,Sebastijanovic,Marina,27,14,0,0,0,9,0,2.941
Spring 2020,MANA,4355,1,Selection and Staffing,Bozeman,Dennis,27,25,1,0,0,12,1,2.887
Spring 2020,MANA,3335,5,Intro Org Behavior and Mgmt,Salaiz,Ashley,29,6,1,0,0,12,1,2.708
Spring 2020,MANA,7338,1,Org Power Politics & Culture,Abbott,Jeanna L,30,3,0,0,0,1,1,1.902
Spring 2020,MANA,3335,9,Intro Org Behavior and Mgmt,Salaiz,Ashley,30,5,0,0,0,15,0,2.588
Spring 2020,MANA,4353,1,Mgmt Training and Career Devel,Bozeman,Dennis,30,17,1,0,0,0,1,3.673
Spring 2020,MANA,4356,1,Managing Diversity,Walker,William A,31,4,2,0,0,5,2,3.263
Spring 2020,MANA,4347,2,Ethics and Corp Soc Respon.,Chiu,Shih-chi,33,6,0,0,0,7,1,3.07
Spring 2020,MANA,4355,2,Selection and Staffing,Bozeman,Dennis,33,13,3,0,0,0,0,3.659
Spring 2020,MANA,3335,8,Intro Org Behavior and Mgmt,Carlin,Barbara A,33,14,2,0,0,12,2,2.794
Spring 2020,MANA,7339,1,Leadership Development,Witt,Lawrence A,34,0,0,0,0,0,0,4
Spring 2020,MANA,4385,2,Intro to Strategic Management,Celly,Nikhil,34,3,0,0,0,0,2,3.803
Spring 2020,MANA,4331,1,Current Issues Human Res Mgmt,Walker,William A,34,5,1,0,0,7,0,3.262
Spring 2020,MANA,4385,1,Intro to Strategic Management,Tawse,Alex,35,8,0,0,0,5,0,3.334
Spring 2020,MANA,4348,1,Global Leadership,Walker,William A,37,2,1,0,0,7,1,3.333
Spring 2020,MANA,3335,14,Intro Org Behavior and Mgmt,Evans,Klavdia Markelova,37,6,1,0,0,6,0,3.268
Spring 2020,MANA,3335,7,Intro Org Behavior and Mgmt,Walker,William A,38,3,1,0,0,3,1,3.551
Spring 2020,MANA,3335,11,Intro Org Behavior and Mgmt,Sabz,Azadeh,40,7,0,0,0,1,0,3.757
Spring 2020,MANA,3335,12,Intro Org Behavior and Mgmt,Nae,Eun Young,40,20,0,0,0,3,1,3.319
Spring 2020,MANA,3335,2,Intro Org Behavior and Mgmt,Lubojacky,Connor James,46,1,0,0,0,2,1,3.816
Spring 2020,MANA,4347,1,Ethics and Corp Soc Respon.,Chiu,Shih-chi,46,5,0,0,0,0,0,3.87
Spring 2020,MANA,4346,1,Leadership Development,Cullen-Lester,Kristin L,47,10,0,0,0,7,0,3.263
Spring 2020,MANA,4350,1,International Management,Celly,Nikhil,48,1,0,0,0,0,1,3.892
Spring 2020,MANA,4330,2,Intro To Human Resource Mgmt,Phillips,James S,49,12,0,0,0,4,0,3.43
Spring 2020,MANA,3335,10,Intro Org Behavior and Mgmt,Lubojacky,Connor James,50,0,0,0,0,1,0,3.922
Spring 2020,MANA,4330,1,Intro To Human Resource Mgmt,Phillips,James S,52,5,1,0,0,5,2,3.438
Spring 2020,MANA,3335,3,Intro Org Behavior and Mgmt,Sebastijanovic,Marina,97,36,2,0,0,15,6,3.303
Spring 2020,MANA,3335,4,Intro Org Behavior and Mgmt,Sebastijanovic,Marina,200,53,2,0,0,24,1,3.401
Spring 2020,MARK,4365,1,Intro to Digital Marketing,Lyu,Shijie,6,18,1,0,0,12,0,2.14
Spring 2020,MARK,7365,1,Intro to Digital Marketing,Lyu,Shijie,8,6,0,0,0,6,0,2.401
Spring 2020,MARK,4365,2,Intro to Digital Marketing,Lyu,Shijie,9,23,0,0,0,6,1,2.763
Spring 2020,MARK,7397,1,Selected Topics in Marketing,Gelb,Betsy L,10,2,0,0,0,0,0,3.861
Spring 2020,MARK,7377,1,Cust Relatshp Mgt & DB Mkting,Wang,Yu,10,4,0,0,0,5,0,2.685
Spring 2020,MARK,7371,1,Pricing Strategy,Hu,Ye,12,0,0,0,0,0,0,3.667
Spring 2020,MARK,   6A61,1,Marketing Administration,Galvani,Paul,12,14,0,0,0,0,0,3.411
Spring 2020,MARK,7379,1,Sales Leadership,Herman,Carl,13,3,0,0,0,3,0,3.158
Spring 2020,MARK,4338,1,Marketing Research,Wang,Yu,13,15,0,0,0,1,0,3.402
Spring 2020,MARK,4338,2,Marketing Research,Wang,Yu,15,11,1,0,0,2,0,3.253
Spring 2020,MARK,3339,8,Marketing Strategy & Planning,Nahm,Irene Yeji,16,7,0,0,0,3,2,3.193
Spring 2020,MARK,3336,3,Introduction to Marketing,Koch,Steven F.,17,2,0,0,0,5,0,3.001
Spring 2020,MARK,4339,1,Database Marketing,Du,Yuxing,17,8,1,0,0,6,4,2.695
Spring 2020,MARK,4362,1,Applied Buyer Behavior,Noriega,Jaime L,17,21,1,0,0,8,0,2.681
Spring 2020,MARK,6361,1,Marketing Administration,Koch,Steven F.,18,0,0,0,0,0,1,4
Spring 2020,MARK,4378,1,Selling Financial Services,Garbarino,Daniel Paul,18,0,0,0,0,0,0,3.963
Spring 2020,MARK,4332,2,Social Media Marketing,Zahn,William J,19,17,0,0,0,6,1,2.953
Spring 2020,MARK,4375,1,Key Account Selling,Webb,James R,20,0,0,0,0,0,0,4
Spring 2020,MARK,4397,2,Selected Topics in Mkt,Herman,Carl,20,5,0,0,0,1,0,3.494
Spring 2020,MARK,3339,4,Marketing Strategy & Planning,Muschalik,Monica Harper,20,7,1,0,0,1,0,3.54
Spring 2020,MARK,4374,1,Sales Management,Webb,James R,22,4,0,0,0,1,0,3.74
Spring 2020,MARK,3339,6,Marketing Strategy & Planning,Beveridge,Ivana,23,5,0,0,0,1,0,3.644
Spring 2020,MARK,4373,1,Advanced Professional Selling,McAndrews,Craig D,24,1,0,0,0,0,0,3.934
Spring 2020,MARK,7368,1,Integrated Marketng Commncatns,Morabito,Philip A,24,2,0,0,0,4,0,3.312
Spring 2020,MARK,4376,1,Sales CRM,Herman,Carl,25,1,0,0,0,1,0,3.79
Spring 2020,MARK,3339,3,Marketing Strategy & Planning,Muschalik,Monica Harper,25,5,0,0,0,0,0,3.811
Spring 2020,MARK,4332,1,Social Media Marketing,Zahn,William J,25,15,0,0,0,4,0,3.295
Spring 2020,MARK,4367,1,Advertising and Promotion Mgt,Noriega,Jaime L,25,16,2,0,0,5,0,3.007
Spring 2020,MARK,4376,2,Sales CRM,Herman,Carl,26,0,0,0,0,0,0,3.987
Spring 2020,MARK,7332,1,Social Media Marketing,Gavin,Daniel Yaakov,26,1,0,0,0,1,0,3.821
Spring 2020,MARK,7332,1,Social Media Marketing,Zahn,William J,26,1,0,0,0,1,0,3.821
Spring 2020,MARK,3339,2,Marketing Strategy & Planning,Pourmasoudi,Mohsen,26,2,0,0,0,0,0,3.94
Spring 2020,MARK,4397,1,Selected Topics in Mkt,McAndrews,Craig D,27,5,0,0,0,2,0,3.637
Spring 2020,MARK,4373,2,Advanced Professional Selling,Pingel,John W,28,0,0,0,0,0,0,3.988
Spring 2020,MARK,3339,5,Marketing Strategy & Planning,Koch,Steven F.,29,0,0,0,0,0,0,3.932
Spring 2020,MARK,3339,1,Marketing Strategy & Planning,Koch,Steven F.,29,0,0,0,0,0,0,3.954
Spring 2020,MARK,4374,2,Sales Management,Webb,James R,29,4,0,0,0,1,0,3.765
Spring 2020,MARK,3337,5,Professional Selling,Vandaveer,Amy L,34,2,0,0,0,0,0,3.944
Spring 2020,MARK,4363,1,International Marketing,Beveridge,Ivana,34,4,0,0,0,1,0,3.812
Spring 2020,MARK,4379,1,Personal Branding,Vandaveer,Amy L,52,1,0,0,0,0,0,3.969
Spring 2020,MARK,3337,4,Professional Selling,Vandaveer,Amy L,147,47,2,0,0,28,3,3.113
Spring 2020,MARK,3337,1,Professional Selling,McAndrews,Craig D,157,51,6,0,0,27,6,3.26
Spring 2020,MARK,3336,4,Introduction to Marketing,Patrick-Ralhan,Vanessa M,160,72,6,0,0,24,2,3.275
Spring 2020,MARK,3336,1,Introduction to Marketing,Patrick-Ralhan,Vanessa M,166,99,6,0,0,34,1,3.175
Spring 2020,MARK,3336,2,Introduction to Marketing,Patrick-Ralhan,Vanessa M,186,84,5,0,0,29,2,3.213
Spring 2020,MARK,3337,2,Professional Selling,Vandaveer,Amy L,198,39,2,0,0,10,0,3.638
Spring 2020,MARK,3337,3,Professional Selling,McAndrews,Craig D,202,22,0,0,0,23,2,3.501
Spring 2020,MAS,3340,1,Mexican Amer Urban Communities,Pino,Diana,11,9,3,0,0,9,0,2.153
Spring 2020,MAS,3343,1,Latino Psychology,Pino,Diana,15,12,2,0,0,6,0,2.434
Spring 2020,MAS,2340,2,Intro Mexican American Studies,Pino,Diana,22,10,0,0,0,0,1,3.436
Spring 2020,MAS,2340,1,Intro Mexican American Studies,Rodriguez,Andre,28,10,0,0,0,2,0,3.335
Spring 2020,MAS,3342,2,Mexican Immigration To the US,Gauthereau,Lorena,30,0,0,0,0,1,0,3.871
Spring 2020,MATH,4378,1,Advanced Linear Algebra II,Mamonov,Alexander V,3,6,2,0,0,18,0,1.107
Spring 2020,MATH,3325,2,Transition to Advanced Math,Kalantar,Mehrdad,3,11,0,0,0,8,6,1.458
Spring 2020,MATH,2331,6,Linear Algebra,Wagner,David Hobson,4,8,0,0,0,9,4,1.71
Spring 2020,MATH,1310,10,College Algebra,Perepelitsa,Irina,5,4,2,1,6,0,6,2.019
Spring 2020,MATH,1432,42,Calculus II,West,James David,5,6,4,3,13,1,14,1.49
Spring 2020,MATH,3321,8,Engineering Mathematics,Walker,Philip William,5,9,0,0,0,8,1,1.958
Spring 2020,MATH,3336,2,Discrete Mathematics,Kaiser,Klaus H,6,8,0,0,0,14,1,1.516
Spring 2020,MATH,3325,4,Transition to Advanced Math,Tomforde,Mark L,6,8,0,0,1,8,5,1.392
Spring 2020,MATH,1432,9,Calculus II,Climenhaga,Vaughn,7,4,4,0,0,9,1,2.096
Spring 2020,MATH,4397,1,Selected Topics in Math,Wood,Lowell T,7,4,0,0,0,2,0,3.077
Spring 2020,MATH,3333,1,Intermediate Analysis,Ji,Shanyu,7,12,1,0,0,13,0,1.778
Spring 2020,MATH,4377,3,Advanced Linear Algebra I,Heier,Gordon,7,13,0,0,0,0,1,2.564
Spring 2020,MATH,6367,1,Optimization Theory,Hoppe,Ronald H W,8,4,0,0,0,1,0,3.41
Spring 2020,MATH,3333,3,Intermediate Analysis,Labate,Demetrio,8,10,0,0,0,9,3,1.734
Spring 2020,MATH,4315,1,Graph Theory with Applications,Josic,Kresimir,8,14,2,0,0,20,4,1.739
Spring 2020,MATH,3363,3,Introduction To Pde,Walker,Philip William,8,15,0,0,0,8,3,2.406
Spring 2020,MATH,3325,3,Transition to Advanced Math,Karamched,Bhargav Ram,10,9,0,0,0,15,1,1.642
Spring 2020,MATH,6371,1,Numerical Analysis,Olshanskiy,Maxim Alexandrovich,11,1,0,0,0,0,0,3.917
Spring 2020,MATH,6395,1,Select Topics Analysis,Haynes,Alan K,11,1,0,0,0,0,0,3.834
Spring 2020,MATH,5344,1,Intro to Scientific Computing,Morgan,Jeffrey,12,1,0,0,0,0,0,3.948
Spring 2020,MATH,3331,3,Differential Equations,Onofrei,Daniel T,12,6,1,0,0,4,2,2.405
Spring 2020,MATH,3339,3,Statistics for the Sciences,Wang,Wenshuang,12,15,0,0,1,30,1,1.55
Spring 2020,MATH,1431,15,Calculus I,Sosa,Moses,12,35,7,1,0,57,15,1.221
Spring 2020,MATH,5332,1,Differential Equations,Etgen,Garret J,13,3,0,0,0,0,1,3.771
Spring 2020,MATH,2433,1,Calculus III,Wagner,David Hobson,13,14,3,0,0,54,3,1.11
Spring 2020,MATH,1451,7,Accelerated Calculus,Nicol,Matthew J.,14,0,0,0,0,1,0,3.459
Spring 2020,MATH,1451,1,Accelerated Calculus,Cappanera,Loic,14,1,0,0,0,2,0,3.412
Spring 2020,MATH,1314,10,Calc for Bus/Life Sciences,Constante,Beatrice,14,4,10,3,2,0,7,2.788
Spring 2020,MATH,3330,4,Abstract Algebra,Heier,Gordon,15,4,0,0,0,2,2,3.288
Spring 2020,MATH,3379,1,Introductn to Higher Geometry,Xhabli,Blerina,15,7,0,0,1,5,1,2.435
Spring 2020,MATH,2311,1,Intro To Prob & Statistics,Hong,Yuqi,15,28,7,0,0,24,13,1.814
Spring 2020,MATH,5330,1,Abstract Algebra,Kaiser,Klaus H,16,0,0,0,0,0,1,4
Spring 2020,MATH,3336,4,Discrete Mathematics,Xhabli,Blerina,18,24,1,0,0,28,2,1.856
Spring 2020,MATH,1314,3,Calc for Bus/Life Sciences,Assi,Sabrine Ahmad,19,9,3,0,0,17,3,2.019
Spring 2020,MATH,2331,1,Linear Algebra,Quaini,Annalisa,19,10,0,0,0,36,2,1.359
Spring 2020,MATH,3331,2,Differential Equations,Sanders,Richard,19,11,0,0,0,18,3,1.93
Spring 2020,MATH,6381,1,Information Visualization,Shastri,Dvijesh J,20,5,0,0,0,9,0,2.707
Spring 2020,MATH,1431,46,Calculus I,May,Jennifer Ruhnow,20,7,11,7,6,0,32,2.484
Spring 2020,MATH,1312,4,Intro to Math Reasoning,Hong,Yuqi,20,21,6,0,0,43,2,1.54
Spring 2020,MATH,6383,1,Probability Statistics,Fu,Wenjiang,21,1,0,0,0,0,0,3.94
Spring 2020,MATH,4380,1,Mathematical Intro To Options,Timofeyev,Ilya,21,3,0,0,0,9,0,2.602
Spring 2020,MATH,3338,1,Probability,Papadakis,Emanuel Ioannis,21,3,0,0,0,8,1,2.369
Spring 2020,MATH,3336,1,Discrete Mathematics,Perepelitsa,Irina,21,24,1,0,0,28,3,2.035
Spring 2020,MATH,3363,4,Introduction To Pde,Caglar,Atife,22,7,2,0,0,9,3,2.724
Spring 2020,MATH,3339,4,Statistics for the Sciences,West,James David,22,38,2,0,0,89,3,1.244
Spring 2020,MATH,6397,6,Selected Topics in Math,Labate,Demetrio,23,0,0,0,0,0,0,4
Spring 2020,MATH,6397,5,Selected Topics in Math,Arregoces,Luis A,23,0,0,0,0,0,0,4
Spring 2020,MATH,6373,1,Deep Learning and Neural Nets,Azencott,Robert Guy,23,2,0,0,0,0,0,3.88
Spring 2020,MATH,6373,1,Deep Learning and Neural Nets,Wang,Wenshuang,23,2,0,0,0,0,0,3.88
Spring 2020,MATH,1311,4,Elem/Mathematical Modeling,Hafeez,Shahinda,24,17,2,0,0,19,6,1.943
Spring 2020,MATH,2131,2,Linear Alg Labs w/MATLAB,Duvall,Jason R.,25,2,0,0,0,3,2,3.222
Spring 2020,MATH,3321,7,Engineering Mathematics,Walker,Philip William,25,9,0,0,0,6,3,3.098
Spring 2020,MATH,4364,2,Intro to Numerical Analysis,Morgan,Jeffrey,25,25,2,0,0,23,14,2.325
Spring 2020,MATH,1330,8,Precalculus,Almus,Melahat,27,13,5,4,14,0,11,2.529
Spring 2020,MATH,1330,4,Precalculus,Perepelitsa,Irina,27,13,1,0,0,15,2,2.389
Spring 2020,MATH,3338,3,Probability,Leger,Nicholas M,28,9,0,0,0,8,2,2.887
Spring 2020,MATH,3307,1,Statistical Applications,Hollyer,Virginia Leigh,28,10,3,0,0,2,0,3.394
Spring 2020,MATH,3304,1,Mathematical Analysis,Hollyer,Virginia Leigh,29,12,3,0,0,5,1,2.932
Spring 2020,MATH,4365,1,Numerical Methods for Diff Equ,He,Jiwen,30,4,0,0,0,2,1,3.532
Spring 2020,MATH,3363,1,Introduction To Pde,He,Jiwen,30,9,0,0,0,4,2,3.288
Spring 2020,MATH,3363,1,Introduction To Pde,Glowinski,Roland,30,9,0,0,0,4,2,3.288
Spring 2020,MATH,4389,1,Survey of Undergraduate Math,Blecher,David P,30,15,2,0,0,8,1,2.989
Spring 2020,MATH,1310,2,College Algebra,Amrutam,Tattwamasi,30,16,1,0,0,16,7,2.193
Spring 2020,MATH,6359,1,Appl. Stat. & Mult. Analysis,Poliak,Cathy Dawn,31,1,0,0,0,2,0,3.563
Spring 2020,MATH,3336,3,Discrete Mathematics,Douglas,Casey,31,25,3,0,0,18,2,2.615
Spring 2020,MATH,1313,2,Finite Math with Applications,Bedekar,Prajakta Purushottam,32,41,5,0,0,37,6,2.049
Spring 2020,MATH,1312,6,Intro to Math Reasoning,Douglas,Casey,33,34,6,1,0,30,3,1.958
Spring 2020,MATH,2331,5,Linear Algebra,Perepelitsa,Mikhail Antolyevic,33,44,2,0,0,27,5,2.427
Spring 2020,MATH,3364,1,Intro Complex Analysis,Onofrei,Daniel T,34,6,0,0,0,2,3,3.455
Spring 2020,MATH,1310,3,College Algebra,Caputo,Matthew G,35,22,5,0,0,9,2,2.432
Spring 2020,MATH,2131,1,Linear Alg Labs w/MATLAB,Li,Ang,38,2,1,0,0,6,6,3.118
Spring 2020,MATH,2311,7,Intro To Prob & Statistics,Caputo,Matthew G,38,11,6,7,10,1,7,2.804
Spring 2020,MATH,1432,24,Calculus II,West,James David,38,32,4,0,0,58,8,1.635
Spring 2020,MATH,1431,19,Calculus I,May,Jennifer Ruhnow,39,56,5,0,0,70,28,1.757
Spring 2020,MATH,1431,39,Calculus I,Douglas,Casey,41,69,16,0,0,82,15,1.727
Spring 2020,MATH,2433,19,Calculus III,West,James David,42,30,0,0,0,36,10,1.975
Spring 2020,MATH,1431,10,Calculus I,Perepelitsa,Irina,43,54,11,0,0,65,13,1.9
Spring 2020,MATH,1313,4,Finite Math with Applications,Hafeez,Shahinda,44,23,1,0,0,34,3,2.097
Spring 2020,MATH,3339,5,Statistics for the Sciences,Weber,Thomas Christian,45,63,1,0,0,85,6,1.784
Spring 2020,MATH,2331,3,Linear Algebra,Mang,Andreas,47,6,1,0,0,14,3,2.916
Spring 2020,MATH,1311,5,Elem/Mathematical Modeling,Hafeez,Shahinda,47,19,8,0,0,23,12,2.137
Spring 2020,MATH,1313,10,Finite Math with Applications,Sosa,Moses,47,38,26,19,21,0,33,2.431
Spring 2020,MATH,4364,1,Intro to Numerical Analysis,Pan,Tsorng-Whay,51,19,0,0,0,7,0,3.291
Spring 2020,MATH,1330,3,Precalculus,May,Jennifer Ruhnow,51,42,7,0,0,28,17,2.373
Spring 2020,MATH,1314,6,Calc for Bus/Life Sciences,Sosa,Moses,52,33,4,0,0,25,1,2.542
Spring 2020,MATH,1310,1,College Algebra,Caputo,Matthew G,55,51,6,0,0,29,12,2.2
